species,resp_var,response_label,model_id,treatment,component,estimate_raw,estimate,display_sign,estimate_raw_boot_mean,estimate_boot_mean,lower_raw,upper_raw,lower,upper,p_boot,n_boot
fagus,chlavg,Senescence (Chl),fagus__chlavg,robinia,direct,-0.6231610750556952,-0.6231610750556952,1,-0.6271639553346295,-0.6271639553346295,-0.8993091206555953,-0.3310219540794867,-0.8993091206555953,-0.3310219540794867,0.001998001998001998,1000
fagus,chlavg,Senescence (Chl),fagus__chlavg,robinia,indirect,0.006619241847045113,0.006619241847045113,1,0.006728094303463588,0.006728094303463588,-0.005359866735735463,0.021710112419257764,-0.005359866735735463,0.021710112419257764,0.2597402597402597,1000
fagus,chlavg,Senescence (Chl),fagus__chlavg,robinia,total,-0.6165418332086501,-0.6165418332086501,1,-0.620435861031166,-0.620435861031166,-0.8904091182550654,-0.32490385076032746,-0.8904091182550654,-0.32490385076032746,0.001998001998001998,1000
fagus,chlavg,Senescence (Chl),fagus__chlavg,robinia,treatment_to_swc,-0.1530081676018508,-0.1530081676018508,1,-0.1628716923653683,-0.1628716923653683,-0.42878520159984584,0.09782017005889278,-0.42878520159984584,0.09782017005889278,0.22977022977022976,1000
fagus,condition,Vitality,fagus__condition,culture,direct,-0.009954835083945382,-0.009954835083945382,1,-0.013145521182138674,-0.013145521182138674,-0.17638175555553387,0.15098719266025823,-0.17638175555553387,0.15098719266025823,0.8791208791208791,1000
fagus,condition,Vitality,fagus__condition,culture,indirect,-0.014396182036525823,-0.014396182036525823,1,-0.014161236020483293,-0.014161236020483293,-0.0377521172694396,0.009239602832675012,-0.0377521172694396,0.009239602832675012,0.21978021978021978,1000
fagus,condition,Vitality,fagus__condition,culture,total,-0.024351017120471205,-0.024351017120471205,1,-0.02730675720262197,-0.02730675720262197,-0.1777966446641549,0.12637906902100846,-0.1777966446641549,0.12637906902100846,0.7052947052947053,1000
fagus,condition,Vitality,fagus__condition,culture,treatment_to_swc,0.09975131689419893,0.09975131689419893,1,0.09886256187144686,0.09886256187144686,-0.06632477421939638,0.2517170455024765,-0.06632477421939638,0.2517170455024765,0.21978021978021978,1000
fagus,condition,Vitality,fagus__condition,extreme_event,direct,-0.11430214027993253,-0.11430214027993253,1,-0.11479417554542408,-0.11479417554542408,-0.2206516610859977,0.005937515227621769,-0.2206516610859977,0.005937515227621769,0.06593406593406594,1000
fagus,condition,Vitality,fagus__condition,extreme_event,indirect,0.05167394002730295,0.05167394002730295,1,0.051177358850310314,0.051177358850310314,0.033160698042626814,0.0702293580503346,0.033160698042626814,0.0702293580503346,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,extreme_event,total,-0.06262820025262958,-0.06262820025262958,1,-0.06361681669511376,-0.06361681669511376,-0.16734470590281558,0.05706059861005252,-0.16734470590281558,0.05706059861005252,0.26573426573426573,1000
fagus,condition,Vitality,fagus__condition,extreme_event,treatment_to_swc,-0.3580493462612018,-0.3580493462612018,1,-0.3586602250298392,-0.3586602250298392,-0.44912040963906447,-0.27452173962754706,-0.44912040963906447,-0.27452173962754706,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,precipitation,direct,-0.25462096254586936,-0.25462096254586936,1,-0.25051074274616747,-0.25051074274616747,-0.4013074603918233,-0.08745917803190914,-0.4013074603918233,-0.08745917803190914,0.007992007992007992,1000
fagus,condition,Vitality,fagus__condition,precipitation,indirect,0.12321598510987333,0.12321598510987333,1,0.12137729591956793,0.12137729591956793,0.09219146365642447,0.15178855596840135,0.09219146365642447,0.15178855596840135,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,precipitation,total,-0.13140497743599602,-0.13140497743599602,1,-0.12913344682659952,-0.12913344682659952,-0.27872486869838564,0.03379858022453247,-0.27872486869838564,0.03379858022453247,0.11988011988011989,1000
fagus,condition,Vitality,fagus__condition,precipitation,treatment_to_swc,-0.8537650292238179,-0.8537650292238179,1,-0.8548364043367445,-0.8548364043367445,-0.9922937307849659,-0.7047965958648656,-0.9922937307849659,-0.7047965958648656,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,robinia,direct,-1.2149744767917905,-1.2149744767917905,1,-1.216543624386489,-1.216543624386489,-1.370650346553803,-1.0362586014849526,-1.370650346553803,-1.0362586014849526,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,robinia,indirect,0.05143724521045417,0.05143724521045417,1,0.05054344319467084,0.05054344319467084,0.02943291880651608,0.07378597003845475,0.02943291880651608,0.07378597003845475,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,robinia,total,-1.1635372315813364,-1.1635372315813364,1,-1.1660001811918184,-1.1660001811918184,-1.3103499134660468,-0.9896588259640131,-1.3103499134660468,-0.9896588259640131,0.001998001998001998,1000
fagus,condition,Vitality,fagus__condition,robinia,treatment_to_swc,-0.35640928505450176,-0.35640928505450176,1,-0.35632658691115976,-0.35632658691115976,-0.5041911295119568,-0.20513734873492567,-0.5041911295119568,-0.20513734873492567,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,culture,direct,-0.025426519717978834,-0.025426519717978834,1,-0.024837259253806223,-0.024837259253806223,-0.23993517851658777,0.1888660961218159,-0.23993517851658777,0.1888660961218159,0.7992007992007992,1000
fagus,qy,Quantum yield,fagus__qy,culture,indirect,-0.0230365862608708,-0.0230365862608708,1,-0.02157250990362927,-0.02157250990362927,-0.0623523982520416,0.01650090030077952,-0.0623523982520416,0.01650090030077952,0.28771228771228774,1000
fagus,qy,Quantum yield,fagus__qy,culture,total,-0.04846310597884963,-0.04846310597884963,1,-0.04640976915743549,-0.04640976915743549,-0.24385815875937894,0.16483447682677846,-0.24385815875937894,0.16483447682677846,0.6433566433566433,1000
fagus,qy,Quantum yield,fagus__qy,culture,treatment_to_swc,0.07338245723638784,0.07338245723638784,1,0.06907103921784594,0.06907103921784594,-0.054027294332361524,0.19426502116081024,-0.054027294332361524,0.19426502116081024,0.28771228771228774,1000
fagus,qy,Quantum yield,fagus__qy,extreme_event,direct,-0.5513522771528815,-0.5513522771528815,1,-0.5500027628914231,-0.5500027628914231,-0.6206427036382751,-0.4732327244900905,-0.6206427036382751,-0.4732327244900905,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,extreme_event,indirect,0.286277160619465,0.286277160619465,1,0.2842793549544776,0.2842793549544776,0.24139584979626955,0.32770193435571626,0.24139584979626955,0.32770193435571626,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,extreme_event,total,-0.2650751165334165,-0.2650751165334165,1,-0.2657234079369455,-0.2657234079369455,-0.33951697758629706,-0.18468429678389542,-0.33951697758629706,-0.18468429678389542,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,extreme_event,treatment_to_swc,-0.9119285843404438,-0.9119285843404438,1,-0.9130967705229388,-0.9130967705229388,-0.9928587582000903,-0.8332843391172229,-0.9928587582000903,-0.8332843391172229,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,precipitation,direct,-0.34008796238025085,-0.34008796238025085,1,-0.33245646052965705,-0.33245646052965705,-0.5389541157542904,-0.11908209749113019,-0.5389541157542904,-0.11908209749113019,0.005994005994005994,1000
fagus,qy,Quantum yield,fagus__qy,precipitation,indirect,0.22380883766425194,0.22380883766425194,1,0.22196340635055892,0.22196340635055892,0.17613807260786546,0.2721452797663155,0.17613807260786546,0.2721452797663155,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,precipitation,total,-0.11627912471599891,-0.11627912471599891,1,-0.11049305417909813,-0.11049305417909813,-0.309515838216518,0.0856744396064508,-0.309515838216518,0.0856744396064508,0.2957042957042957,1000
fagus,qy,Quantum yield,fagus__qy,precipitation,treatment_to_swc,-0.7129373368535643,-0.7129373368535643,1,-0.7133108143977049,-0.7133108143977049,-0.8357383349286907,-0.5873746675241609,-0.8357383349286907,-0.5873746675241609,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,robinia,direct,-1.1056253855326654,-1.1056253855326654,1,-1.0972165439000277,-1.0972165439000277,-1.3200624361153717,-0.8852840449454791,-1.3200624361153717,-0.8852840449454791,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,robinia,indirect,0.09127746866776497,0.09127746866776497,1,0.0905280144546946,0.0905280144546946,0.04969328211524287,0.13408276824859527,0.04969328211524287,0.13408276824859527,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,robinia,total,-1.0143479168649006,-1.0143479168649006,1,-1.0066885294453332,-1.0066885294453332,-1.2046731906906798,-0.8051746852130529,-1.2046731906906798,-0.8051746852130529,0.001998001998001998,1000
fagus,qy,Quantum yield,fagus__qy,robinia,treatment_to_swc,-0.2907620454396614,-0.2907620454396614,1,-0.29038787308307523,-0.29038787308307523,-0.41623599778495046,-0.16350845753428633,-0.41623599778495046,-0.16350845753428633,0.001998001998001998,1000
fagus,remaining_green,Senescence (%),fagus__remaining_green,culture,direct,0.03929291036384638,0.03929291036384638,1,0.03963109485960216,0.03963109485960216,-0.059434708742652796,0.14346759856017832,-0.059434708742652796,0.14346759856017832,0.46153846153846156,1000
fagus,remaining_green,Senescence (%),fagus__remaining_green,culture,indirect,-0.005683125423528231,-0.005683125423528231,1,-0.005335918915327523,-0.005335918915327523,-0.02034000141517385,0.0057335276939512216,-0.02034000141517385,0.0057335276939512216,0.34165834165834164,1000
fagus,remaining_green,Senescence (%),fagus__remaining_green,culture,total,0.033609784940318146,0.033609784940318146,1,0.034295175944274635,0.034295175944274635,-0.06517450466447128,0.13889723444838217,-0.06517450466447128,0.13889723444838217,0.5214785214785215,1000
fagus,remaining_green,Senescence (%),fagus__remaining_green,culture,treatment_to_swc,0.1089843336394688,0.1089843336394688,1,0.10825696971506514,0.10825696971506514,-0.09925943699165979,0.30120267193982325,-0.09925943699165979,0.30120267193982325,0.2957042957042957,1000
fagus,remaining_green,Senescence (%),fagus__remaining_green,precipitation,direct,-0.043984558967617264,-0.043984558967617264,1,-0.04399802952164418,-0.04399802952164418,-0.15531409845728925,0.07319891121206056,-0.15531409845728925,0.07319891121206056,0.46153846153846156,1000
