species,effect,treatment_label,contrast_label,plot_order,lower_95_raw,upper_95_raw,lower_95_oriented,upper_95_oriented,p_boot,n_boot_success,estimate_days_raw,estimate_oriented,raw_interpretation
fagus,culture,Mixed culture,mixed - mono,3,-0.2475669163089134,2.2598715607612974,-2.2598715607612974,0.24756691630891325,0.1258741258741259,1000,0.9976177144686688,-0.9976177144686688,later
fagus,precipitation,Drought,drought - control,1,-1.460753848567087,0.7979258091188814,-0.7979258091188816,1.4607538485670868,0.5714285714285714,1000,-0.3257305964135206,0.3257305964135206,earlier
fagus,robinia,With robinia,with robinia - without robinia,2,-2.111860673809505,0.19255159991847037,-0.19255159991847112,2.1118606738095047,0.12987012987012986,1000,-0.9327693479774617,0.9327693479774617,earlier
quercus,culture,Mixed culture,mixed - mono,3,-3.866832459877749,0.39923205822094565,-0.39923205822094576,3.866832459877748,0.12387612387612387,1000,-1.8026884358045523,1.8026884358045523,earlier
quercus,precipitation,Drought,drought - control,1,-1.846816816412834,3.182582096452694,-3.1825820964526947,1.8468168164128338,0.6013986013986014,1000,0.7195362724168901,-0.7195362724168901,later
quercus,robinia,With robinia,with robinia - without robinia,2,-0.657270370990322,4.21176231276199,-4.21176231276199,0.6572703709903218,0.15984015984015984,1000,1.8617291144896304,-1.8617291144896304,later
