tree_id,boxlabel,species,robinia,precipitation,culture,metric,value
572,b3-p6-c4,quercus,without robinia,control,mono,Root biomass (g),30.099999999999994
572,b3-p6-c4,quercus,without robinia,control,mono,Shoot biomass (g),54.5
572,b3-p6-c4,quercus,without robinia,control,mono,Root:shoot biomass (-),0.5522935779816512
573,b3-p6-c4,quercus,without robinia,control,mono,Root biomass (g),22.2
573,b3-p6-c4,quercus,without robinia,control,mono,Shoot biomass (g),29.1
573,b3-p6-c4,quercus,without robinia,control,mono,Root:shoot biomass (-),0.7628865979381443
576,b3-p6-c4,quercus,without robinia,control,mono,Root biomass (g),32.2
576,b3-p6-c4,quercus,without robinia,control,mono,Shoot biomass (g),44.20000000000001
576,b3-p6-c4,quercus,without robinia,control,mono,Root:shoot biomass (-),0.7285067873303166
362,b2-p6-c2,quercus,without robinia,drought,mixed,Root biomass (g),45.5
362,b2-p6-c2,quercus,without robinia,drought,mixed,Shoot biomass (g),58.5
362,b2-p6-c2,quercus,without robinia,drought,mixed,Root:shoot biomass (-),0.7777777777777778
363,b2-p6-c2,quercus,without robinia,drought,mixed,Root biomass (g),19.7
363,b2-p6-c2,quercus,without robinia,drought,mixed,Shoot biomass (g),29.699999999999996
363,b2-p6-c2,quercus,without robinia,drought,mixed,Root:shoot biomass (-),0.6632996632996634
366,b2-p6-c2,quercus,without robinia,drought,mixed,Root biomass (g),32.900000000000006
366,b2-p6-c2,quercus,without robinia,drought,mixed,Shoot biomass (g),37.80000000000001
366,b2-p6-c2,quercus,without robinia,drought,mixed,Root:shoot biomass (-),0.8703703703703702
367,b2-p6-c2,quercus,without robinia,drought,mixed,Root biomass (g),33.900000000000006
367,b2-p6-c2,quercus,without robinia,drought,mixed,Shoot biomass (g),31.9
367,b2-p6-c2,quercus,without robinia,drought,mixed,Root:shoot biomass (-),1.0626959247648906
434,b3-p2-c3,quercus,without robinia,drought,mixed,Root biomass (g),14.8
434,b3-p2-c3,quercus,without robinia,drought,mixed,Shoot biomass (g),16.1
434,b3-p2-c3,quercus,without robinia,drought,mixed,Root:shoot biomass (-),0.9192546583850931
435,b3-p2-c3,quercus,without robinia,drought,mixed,Root biomass (g),9.400000000000002
435,b3-p2-c3,quercus,without robinia,drought,mixed,Shoot biomass (g),15.9
435,b3-p2-c3,quercus,without robinia,drought,mixed,Root:shoot biomass (-),0.5911949685534592
438,b3-p2-c3,quercus,without robinia,drought,mixed,Root biomass (g),22.999999999999993
438,b3-p2-c3,quercus,without robinia,drought,mixed,Shoot biomass (g),31.799999999999994
438,b3-p2-c3,quercus,without robinia,drought,mixed,Root:shoot biomass (-),0.7232704402515723
439,b3-p2-c3,quercus,without robinia,drought,mixed,Root biomass (g),25.7
439,b3-p2-c3,quercus,without robinia,drought,mixed,Shoot biomass (g),24.699999999999996
439,b3-p2-c3,quercus,without robinia,drought,mixed,Root:shoot biomass (-),1.0404858299595143
377,b2-p6-c4,quercus,without robinia,drought,mono,Root biomass (g),10.7
377,b2-p6-c4,quercus,without robinia,drought,mono,Shoot biomass (g),8.200000000000001
377,b2-p6-c4,quercus,without robinia,drought,mono,Root:shoot biomass (-),1.3048780487804876
380,b2-p6-c4,quercus,without robinia,drought,mono,Root biomass (g),33.10000000000001
380,b2-p6-c4,quercus,without robinia,drought,mono,Shoot biomass (g),36.6
380,b2-p6-c4,quercus,without robinia,drought,mono,Root:shoot biomass (-),0.9043715846994538
381,b2-p6-c4,quercus,without robinia,drought,mono,Root biomass (g),24.999999999999993
381,b2-p6-c4,quercus,without robinia,drought,mono,Shoot biomass (g),37.80000000000001
381,b2-p6-c4,quercus,without robinia,drought,mono,Root:shoot biomass (-),0.661375661375661
384,b2-p6-c4,quercus,without robinia,drought,mono,Root biomass (g),17.5
384,b2-p6-c4,quercus,without robinia,drought,mono,Shoot biomass (g),23
384,b2-p6-c4,quercus,without robinia,drought,mono,Root:shoot biomass (-),0.7608695652173914
465,b3-p3-c3,quercus,without robinia,drought,mono,Root biomass (g),13.2
465,b3-p3-c3,quercus,without robinia,drought,mono,Shoot biomass (g),21.799999999999994
465,b3-p3-c3,quercus,without robinia,drought,mono,Root:shoot biomass (-),0.6055045871559634
468,b3-p3-c3,quercus,without robinia,drought,mono,Root biomass (g),35.30000000000001
468,b3-p3-c3,quercus,without robinia,drought,mono,Shoot biomass (g),45.4
468,b3-p3-c3,quercus,without robinia,drought,mono,Root:shoot biomass (-),0.7775330396475774
469,b3-p3-c3,quercus,without robinia,drought,mono,Root biomass (g),21.4
469,b3-p3-c3,quercus,without robinia,drought,mono,Shoot biomass (g),20.299999999999994
469,b3-p3-c3,quercus,without robinia,drought,mono,Root:shoot biomass (-),1.0541871921182269
472,b3-p3-c3,quercus,without robinia,drought,mono,Root biomass (g),28.900000000000002
472,b3-p3-c3,quercus,without robinia,drought,mono,Shoot biomass (g),27.299999999999994
472,b3-p3-c3,quercus,without robinia,drought,mono,Root:shoot biomass (-),1.0586080586080588
