species,date,treatment,contrast,estimate,lower_95,upper_95,p_value
fagus,2025-10-20,precipitation,drought - control,0.011847033283640496,-0.22874935844253214,0.2383016398928164,0.965034965034965
fagus,2025-10-20,robinia,with-robinia - without-robinia,-0.971790484279122,-1.1885318820358715,-0.7407128464077128,0.001998001998001998
fagus,2025-11-07,culture,mixed - mono,0.004264280240176913,-0.09451230499027162,0.08994545547739131,0.919080919080919
fagus,2025-11-07,precipitation,drought - control,-0.009129393935403234,-0.12714399274149782,0.09228973408629909,0.8751248751248751
fagus,2025-11-07,robinia,with-robinia - without-robinia,-0.18781891103655707,-0.27963012411009197,-0.10004936741377495,0.001998001998001998
quercus,2025-06-06,culture,mixed - mono,-0.1358197541825598,-0.31786644221836446,0.06410534948476455,0.17782217782217782
quercus,2025-06-06,precipitation,drought - control,0.10591730483278176,-0.0772595266721181,0.305847840189915,0.25574425574425574
quercus,2025-06-06,robinia,with-robinia - without-robinia,0.02700032128007547,-0.17501664189523986,0.2227946204845878,0.8091908091908092
quercus,2025-06-19,culture,mixed - mono,-0.03405473151678889,-0.17906468218809096,0.12031246410837963,0.6473526473526473
quercus,2025-06-19,precipitation,drought - control,0.18099367911681952,0.04257039496055682,0.3346571175765638,0.013986013986013986
quercus,2025-06-19,robinia,with-robinia - without-robinia,-0.03511798403346063,-0.17756097554382957,0.10238246130821296,0.6513486513486514
quercus,2025-07-03,culture,mixed - mono,0.17086027688249325,-0.057820489726633145,0.38130331146812485,0.12387612387612387
quercus,2025-07-03,precipitation,drought - control,0.172689191877497,-0.055288434615896206,0.40163081224161323,0.14385614385614387
quercus,2025-07-03,robinia,with-robinia - without-robinia,0.23109387594004388,0.011748664882344604,0.4467908089512993,0.03996003996003996
quercus,2025-07-17,culture,mixed - mono,-0.0932470212563888,-0.2877557951959428,0.11481131228127678,0.3876123876123876
quercus,2025-07-17,precipitation,drought - control,0.15055888421361197,-0.03393911601752524,0.33870451463439116,0.11988011988011989
quercus,2025-07-17,robinia,with-robinia - without-robinia,0.2452821413317251,0.0518926508920233,0.43274306932214884,0.015984015984015984
quercus,2025-07-31,culture,mixed - mono,-0.21045696157207755,-0.4010106112621405,-0.016535691346952507,0.03196803196803197
quercus,2025-07-31,precipitation,drought - control,0.02855514623062414,-0.15980695651938837,0.23902767495283128,0.7492507492507493
quercus,2025-07-31,robinia,with-robinia - without-robinia,0.21178905166946818,-0.004846548479341762,0.4029383836467169,0.053946053946053944
quercus,2025-08-15,culture,mixed - mono,-0.15614180538637765,-0.35592079235776347,0.07056895707851854,0.16783216783216784
quercus,2025-08-15,precipitation,drought - control,0.11205241343682316,-0.10685746337601673,0.3294962147885615,0.33166833166833165
quercus,2025-08-15,robinia,with-robinia - without-robinia,-0.007976940838746324,-0.2506749243772603,0.21627798980356125,0.9270729270729271
quercus,2025-08-28,culture,mixed - mono,-0.05774593356461769,-0.2561399274507884,0.12287735719009625,0.5154845154845155
quercus,2025-08-28,precipitation,drought - control,0.15065941639427294,-0.03202187689467783,0.32287072341223266,0.1018981018981019
quercus,2025-08-28,robinia,with-robinia - without-robinia,0.07296469251170733,-0.10139630485567445,0.2578134707356718,0.4255744255744256
quercus,2025-09-10,culture,mixed - mono,-0.11572786876073494,-0.3155723445406517,0.09181206086095317,0.2997002997002997
quercus,2025-09-10,precipitation,drought - control,0.2177699381527618,0.007758629810280021,0.4330729208452266,0.04395604395604396
quercus,2025-09-10,robinia,with-robinia - without-robinia,0.21736329652873962,-0.009834111475836179,0.4388732832562497,0.059940059940059943
quercus,2025-09-23,culture,mixed - mono,-0.42495956530595863,-1.122206835115715,0.040391982017872426,0.0899100899100899
quercus,2025-09-23,precipitation,drought - control,-0.3721899361366464,-1.1616220982820291,0.16732207564144977,0.34165834165834164
quercus,2025-09-23,robinia,with-robinia - without-robinia,-0.21803628674578993,-1.232948737602346,0.4015453009230042,0.6933066933066933
quercus,2025-10-06,culture,mixed - mono,-0.09648124733159501,-0.3180777671769238,0.14586040349069412,0.3996003996003996
quercus,2025-10-06,precipitation,drought - control,0.09922133248406273,-0.13674515427447484,0.3367258745400764,0.44155844155844154
quercus,2025-10-06,robinia,with-robinia - without-robinia,0.10308466295442409,-0.12784573953312212,0.3203482202389065,0.3836163836163836
quercus,2025-10-20,culture,mixed - mono,-0.17618607030154992,-0.40794899811678975,0.05261127586383416,0.15384615384615385
quercus,2025-10-20,precipitation,drought - control,0.07801168794833549,-0.1555418957248156,0.29889945670727985,0.5314685314685315
quercus,2025-10-20,robinia,with-robinia - without-robinia,0.05114391814091087,-0.190892731062426,0.25977713068444724,0.7052947052947053
quercus,2025-11-07,culture,mixed - mono,-0.051948136882560995,-0.30151165708041094,0.18731253745380627,0.6233766233766234
quercus,2025-11-07,precipitation,drought - control,0.009790021035175322,-0.2180584696883081,0.24247132278777375,0.9410589410589411
quercus,2025-11-07,robinia,with-robinia - without-robinia,0.1398476940718588,-0.0889712470091593,0.37080836302026704,0.2177822177822178
