species,robinia,precipitation,culture,date,mean,lower_95,upper_95,n_containers,n_trees
Fagus,without robinia,drought,mixed,2025-11-04,1.5833333333333333,1.5,1.6666666666666667,6,24
Fagus,with robinia,control,mono,2025-06-13,4,3.4,4,5,40
Fagus,with robinia,control,mono,2025-06-26,3.975,3.35,4,5,40
Fagus,with robinia,control,mono,2025-07-10,3.8875,3.275,3.75,5,40
Fagus,with robinia,control,mono,2025-07-24,3.9,3.3,3.75,5,40
Fagus,with robinia,control,mono,2025-08-06,3.9,3.3,3.75,5,40
Fagus,with robinia,control,mono,2025-08-22,3.775,3.1625,3.6625,5,40
Fagus,with robinia,control,mono,2025-09-05,1.6,1.15,1.875,5,40
Fagus,with robinia,control,mono,2025-09-19,1.4625,1.1,1.65,5,40
Fagus,with robinia,control,mono,2025-10-03,1.375,1.075,1.55,5,40
Fagus,with robinia,control,mono,2025-10-16,1.2125,1,1.35,5,40
Fagus,with robinia,control,mono,2025-11-04,1,1,1,5,40
Fagus,with robinia,control,mixed,2025-06-13,4,4,4,6,24
Fagus,with robinia,control,mixed,2025-06-26,3.4375,2.9166666666666665,3.9583333333333335,6,24
Fagus,with robinia,control,mixed,2025-07-10,3.2083333333333335,2.625,3.7916666666666665,6,24
Fagus,with robinia,control,mixed,2025-07-24,3.1875,2.625,3.75,6,24
Fagus,with robinia,control,mixed,2025-08-06,3.3333333333333335,2.8333333333333335,3.8333333333333335,6,24
Fagus,with robinia,control,mixed,2025-08-22,2.8541666666666665,2.4791666666666665,3.2291666666666665,6,24
Fagus,with robinia,control,mixed,2025-09-05,1.1666666666666667,1.0416666666666667,1.2916666666666667,6,24
Fagus,with robinia,control,mixed,2025-09-19,1.1875,1.0833333333333333,1.2916666666666667,6,24
Fagus,with robinia,control,mixed,2025-10-03,1.125,1.0625,1.1875,6,24
Fagus,with robinia,control,mixed,2025-10-16,1.0208333333333333,1,1.0416666666666667,6,24
Fagus,with robinia,control,mixed,2025-11-04,1,1,1,6,24
Fagus,with robinia,drought,mono,2025-06-13,4,4,4,6,48
Fagus,with robinia,drought,mono,2025-06-26,2.8020833333333335,2.21875,3.3854166666666665,6,48
Fagus,with robinia,drought,mono,2025-07-10,2.2291666666666665,2.0416666666666665,2.4166666666666665,6,48
Fagus,with robinia,drought,mono,2025-07-24,2.2083333333333335,2.0416666666666665,2.375,6,48
Fagus,with robinia,drought,mono,2025-08-06,2.2604166666666665,2.1145833333333335,2.40625,6,48
Fagus,with robinia,drought,mono,2025-08-22,2.25,2.1041666666666665,2.3958333333333335,6,48
Fagus,with robinia,drought,mono,2025-09-05,1.7916666666666667,1.5208333333333333,2.0625,6,48
Fagus,with robinia,drought,mono,2025-09-19,1.6666666666666667,1.34375,1.9895833333333333,6,48
Fagus,with robinia,drought,mono,2025-10-03,1.625,1.3645833333333333,1.8854166666666667,6,48
Fagus,with robinia,drought,mono,2025-10-16,1.4583333333333333,1.2604166666666667,1.65625,6,48
Fagus,with robinia,drought,mono,2025-11-04,1.0625,1,1.125,6,48
Fagus,with robinia,drought,mixed,2025-06-13,4,4,4,6,24
Fagus,with robinia,drought,mixed,2025-06-26,2.9791666666666665,2.3958333333333335,3.5625,6,24
Fagus,with robinia,drought,mixed,2025-07-10,2.6458333333333335,2.125,3.1666666666666665,6,24
Fagus,with robinia,drought,mixed,2025-07-24,2.6458333333333335,2.1458333333333335,3.2916666666666665,6,24
Fagus,with robinia,drought,mixed,2025-08-06,2.7083333333333335,2.2291666666666665,3.1875,6,24
Fagus,with robinia,drought,mixed,2025-08-22,2.6041666666666665,2.0833333333333335,3.125,6,24
Fagus,with robinia,drought,mixed,2025-09-05,1.7708333333333333,1.1666666666666667,2.375,6,24
Fagus,with robinia,drought,mixed,2025-09-19,1.75,1.125,2.375,6,24
Fagus,with robinia,drought,mixed,2025-10-03,1.7083333333333333,1.125,2.2916666666666665,6,24
Fagus,with robinia,drought,mixed,2025-10-16,1.6041666666666667,1.0625,2.1458333333333335,6,24
Fagus,with robinia,drought,mixed,2025-11-04,1.0833333333333333,1,1.1666666666666667,6,24
Quercus,without robinia,control,mono,2025-06-13,4,4,4,6,48
Quercus,without robinia,control,mono,2025-06-26,4,4,4,6,48
Quercus,without robinia,control,mono,2025-07-10,4,4,4,6,48
Quercus,without robinia,control,mono,2025-07-24,3.9895833333333335,3.9791666666666665,4,6,48
Quercus,without robinia,control,mono,2025-08-06,3.96875,3.9375,4,6,48
Quercus,without robinia,control,mono,2025-08-22,3.96875,3.9375,4,6,48
Quercus,without robinia,control,mono,2025-09-05,3.96875,3.9375,4,6,48
Quercus,without robinia,control,mono,2025-09-19,3.9583333333333335,3.9166666666666665,4,6,48
Quercus,without robinia,control,mono,2025-10-03,3.9583333333333335,3.9166666666666665,4,6,48
Quercus,without robinia,control,mono,2025-10-16,3.9583333333333335,3.9166666666666665,4,6,48
Quercus,without robinia,control,mono,2025-11-04,3.9583333333333335,3.9166666666666665,4,6,48
Quercus,without robinia,control,mixed,2025-06-13,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-06-26,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-07-10,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-07-24,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-08-06,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-08-22,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-09-05,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-09-19,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-10-03,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-10-16,4,4,4,6,24
Quercus,without robinia,control,mixed,2025-11-04,4,4,4,6,24
Quercus,without robinia,drought,mono,2025-06-13,4,4,4,6,48
Quercus,without robinia,drought,mono,2025-06-26,4,4,4,6,48
Quercus,without robinia,drought,mono,2025-07-10,4,4,4,6,48
Quercus,without robinia,drought,mono,2025-07-24,4,4,4,6,48
Quercus,without robinia,drought,mono,2025-08-06,4,4,4,6,48
Quercus,without robinia,drought,mono,2025-08-22,4,4,4,6,48
Quercus,without robinia,drought,mono,2025-09-05,3.9791666666666665,3.9583333333333335,4,6,48
Quercus,without robinia,drought,mono,2025-09-19,3.96875,3.9375,4,6,48
Quercus,without robinia,drought,mono,2025-10-03,3.9479166666666665,3.8958333333333335,4,6,48
Quercus,without robinia,drought,mono,2025-10-16,3.96875,3.9375,4,6,48
Quercus,without robinia,drought,mono,2025-11-04,3.9583333333333335,3.9166666666666665,4,6,48
Quercus,without robinia,drought,mixed,2025-06-13,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-06-26,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-07-10,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-07-24,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-08-06,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-08-22,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-09-05,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-09-19,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-10-03,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-10-16,4,4,4,6,24
Quercus,without robinia,drought,mixed,2025-11-04,4,4,4,6,23
Quercus,with robinia,control,mono,2025-06-13,3.9642857142857144,3.9285714285714284,4,7,56
Quercus,with robinia,control,mono,2025-06-26,3.9642857142857144,3.9285714285714284,4,7,56
Quercus,with robinia,control,mono,2025-07-10,3.9464285714285716,3.892857142857143,4,7,56
Quercus,with robinia,control,mono,2025-07-24,3.9285714285714284,3.857142857142857,4,7,56
Quercus,with robinia,control,mono,2025-08-06,3.955357142857143,3.9107142857142856,4,7,56
Quercus,with robinia,control,mono,2025-08-22,3.919642857142857,3.8392857142857144,4,7,56
Quercus,with robinia,control,mono,2025-09-05,3.9017857142857144,3.8214285714285716,3.982142857142857,7,56
Quercus,with robinia,control,mono,2025-09-19,3.8839285714285716,3.7857142857142856,3.982142857142857,7,56
Quercus,with robinia,control,mono,2025-10-03,3.9107142857142856,3.8214285714285716,4,7,56
Quercus,with robinia,control,mono,2025-10-16,3.9107142857142856,3.8214285714285716,4,7,56
Quercus,with robinia,control,mono,2025-11-04,3.9107142857142856,3.8214285714285716,4,7,56
Quercus,with robinia,control,mixed,2025-06-13,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-06-26,3.9583333333333335,3.9166666666666665,4,6,24
Quercus,with robinia,control,mixed,2025-07-10,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-07-24,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-08-06,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-08-22,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-09-05,3.9791666666666665,3.9583333333333335,4,6,24
Quercus,with robinia,control,mixed,2025-09-19,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-10-03,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-10-16,4,4,4,6,24
Quercus,with robinia,control,mixed,2025-11-04,4,4,4,6,24
Quercus,with robinia,drought,mono,2025-06-13,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-06-26,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-07-10,3.9895833333333335,3.9791666666666665,4,6,48
Quercus,with robinia,drought,mono,2025-07-24,3.9895833333333335,3.9791666666666665,4,6,48
Quercus,with robinia,drought,mono,2025-08-06,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-08-22,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-09-05,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-09-19,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-10-03,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-10-16,4,4,4,6,48
Quercus,with robinia,drought,mono,2025-11-04,4,4,4,6,48
Quercus,with robinia,drought,mixed,2025-06-13,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-06-26,3.9583333333333335,3.9166666666666665,4,6,24
Quercus,with robinia,drought,mixed,2025-07-10,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-07-24,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-08-06,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-08-22,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-09-05,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-09-19,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-10-03,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-10-16,4,4,4,6,24
Quercus,with robinia,drought,mixed,2025-11-04,4,4,4,6,24
Robinia,with robinia,control,mono,2025-06-13,3.875,3.75,3.9583333333333335,12,72
Robinia,with robinia,control,mono,2025-06-26,3.361111111111111,3.111111111111111,3.5972222222222223,12,72
Robinia,with robinia,control,mono,2025-07-10,2.9444444444444446,2.5968750000000003,3.305902777777777,12,72
Robinia,with robinia,control,mono,2025-07-24,3.451388888888889,3.236111111111111,3.6597222222222223,12,72
Robinia,with robinia,control,mono,2025-08-06,3.923611111111111,3.833159722222222,3.986111111111111,12,72
Robinia,with robinia,control,mono,2025-08-22,2.6041666666666665,2.3123263888888888,2.875,12,72
Robinia,with robinia,control,mono,2025-09-05,3.138888888888889,2.736111111111111,3.5281249999999997,12,72
Robinia,with robinia,control,mono,2025-09-19,3.3194444444444446,3.0833333333333335,3.5833333333333335,12,72
Robinia,with robinia,control,mono,2025-10-03,3.3333333333333335,3.0833333333333335,3.5694444444444446,12,72
Robinia,with robinia,control,mono,2025-10-16,3.236111111111111,2.9166666666666665,3.5416666666666665,12,72
Robinia,with robinia,control,mono,2025-11-04,3.0972222222222223,2.7916666666666665,3.4031249999999997,12,72
Robinia,with robinia,control,mixed,2025-06-13,3.75,3.6666666666666665,3.8333333333333335,6,36
Robinia,with robinia,control,mixed,2025-06-26,3.0833333333333335,2.6666666666666665,3.5,6,36
Robinia,with robinia,control,mixed,2025-07-10,2.5833333333333335,2.0555555555555554,2.9722222222222223,6,36
Robinia,with robinia,control,mixed,2025-07-24,3.138888888888889,3.0555555555555554,3.2222222222222223,6,36
Robinia,with robinia,control,mixed,2025-08-06,3.736111111111111,3.638888888888889,3.8333333333333335,6,36
Robinia,with robinia,control,mixed,2025-08-22,2.2222222222222223,2,2.444444444444444,6,36
Robinia,with robinia,control,mixed,2025-09-05,2.8333333333333335,2.388888888888889,3.2777777777777777,6,36
Robinia,with robinia,control,mixed,2025-09-19,3.138888888888889,2.9444444444444446,3.3333333333333335,6,36
Robinia,with robinia,control,mixed,2025-10-03,3,2.8055555555555554,3.1944444444444446,6,36
Robinia,with robinia,control,mixed,2025-10-16,2.9444444444444446,2.7777777777777777,3.111111111111111,6,36
Robinia,with robinia,control,mixed,2025-11-04,3,2.611111111111111,3.388888888888889,6,36
Robinia,with robinia,drought,mono,2025-06-13,3.9027777777777777,3.819444444444444,3.972916666666666,12,72
Robinia,with robinia,drought,mono,2025-06-26,3.0277777777777777,2.694444444444444,3.361111111111111,12,72
Robinia,with robinia,drought,mono,2025-07-10,2.645833333333333,2.3541666666666665,2.9027777777777777,12,72
Robinia,with robinia,drought,mono,2025-07-24,3,2.8194444444444446,3.1875,12,72
Robinia,with robinia,drought,mono,2025-08-06,3.423611111111111,3.2430555555555554,3.611111111111111,12,72
Robinia,with robinia,drought,mono,2025-08-22,2.8819444444444446,2.736111111111111,3.0277777777777777,12,72
Robinia,with robinia,drought,mono,2025-09-05,3.430555555555556,3.1944444444444446,3.6666666666666665,12,72
Robinia,with robinia,drought,mono,2025-09-19,3.5347222222222223,3.3123263888888888,3.7569444444444446,12,72
Robinia,with robinia,drought,mono,2025-10-03,3.5277777777777777,3.3333333333333335,3.736111111111111,12,72
Robinia,with robinia,drought,mono,2025-10-16,3.611111111111111,3.4722222222222223,3.750347222222222,12,72
Robinia,with robinia,drought,mono,2025-11-04,3.5972222222222223,3.4444444444444446,3.75,12,72
Robinia,with robinia,drought,mixed,2025-06-13,3.8333333333333335,3.6666666666666665,4,6,36
Robinia,with robinia,drought,mixed,2025-06-26,3.0277777777777777,2.6666666666666665,3.388888888888889,6,36
Robinia,with robinia,drought,mixed,2025-07-10,2.7222222222222223,2.388888888888889,3.0555555555555554,6,36
Robinia,with robinia,drought,mixed,2025-07-24,3,2.7777777777777777,3.2222222222222223,6,36
Robinia,with robinia,drought,mixed,2025-08-06,3.4305555555555554,3.2083333333333335,3.6527777777777777,6,36
Robinia,with robinia,drought,mixed,2025-08-22,2.888888888888889,2.6944444444444446,3.0833333333333335,6,36
Robinia,with robinia,drought,mixed,2025-09-05,3.5555555555555554,3.4722222222222223,3.638888888888889,6,36
Robinia,with robinia,drought,mixed,2025-09-19,3.4722222222222223,3.361111111111111,3.5833333333333335,6,36
Robinia,with robinia,drought,mixed,2025-10-03,3.5277777777777777,3.3055555555555554,3.75,6,36
Robinia,with robinia,drought,mixed,2025-10-16,3.4722222222222223,3.2777777777777777,3.6666666666666665,6,36
Robinia,with robinia,drought,mixed,2025-11-04,3.611111111111111,3.4722222222222223,3.75,6,36
