species,robinia,precipitation,culture,date,mean,lower_95,upper_95,n_containers,n_trees
Fagus,without robinia,drought,mixed,2025-06-11,1.63625,1.4362500000000002,1.8362499999999995,6,24
Fagus,without robinia,drought,mixed,2025-07-09,2.8116666666666665,2.64375,2.9795833333333333,6,24
Fagus,without robinia,drought,mixed,2025-08-05,3.5508333333333333,3.322916666666667,3.7787499999999996,6,24
Fagus,without robinia,drought,mixed,2025-09-01,3.8325,3.555416666666667,4.109583333333333,6,24
Fagus,without robinia,drought,mixed,2025-09-29,4.018750000000001,3.707916666666667,4.331656249999998,6,24
Fagus,without robinia,drought,mixed,2025-11-05,4.024583333333334,3.7520833333333337,4.297083333333334,6,24
Fagus,without robinia,drought,mixed,2025-12-02,4.024583333333334,3.7520833333333337,4.297083333333334,6,24
Fagus,with robinia,control,mono,2025-03-07,0,0,0,5,40
Fagus,with robinia,control,mono,2025-05-08,0.20949999999999994,0.18449999999999997,0.23449999999999988,5,40
Fagus,with robinia,control,mono,2025-06-11,1.46525,1.3644999999999998,1.4345,5,40
Fagus,with robinia,control,mono,2025-07-09,1.723,1.509,1.7340000000000002,5,40
Fagus,with robinia,control,mono,2025-08-05,2.22675,1.8289999999999997,2.406,5,40
Fagus,with robinia,control,mono,2025-09-01,2.343,1.9555,2.4335,5,40
Fagus,with robinia,control,mono,2025-09-29,2.54225,2.222,2.551,5,40
Fagus,with robinia,control,mono,2025-11-05,2.6344999999999996,2.2743499999999996,2.6984999999999997,5,40
Fagus,with robinia,control,mono,2025-12-02,2.6344999999999996,2.2743499999999996,2.6984999999999997,5,40
Fagus,with robinia,control,mixed,2025-03-07,0,0,0,6,24
Fagus,with robinia,control,mixed,2025-05-08,0.20624999999999996,0.15374999999999997,0.25875,6,24
Fagus,with robinia,control,mixed,2025-06-11,1.3679166666666664,1.1554166666666665,1.5804166666666666,6,24
Fagus,with robinia,control,mixed,2025-07-09,1.5041666666666667,1.3170833333333332,1.6912500000000001,6,24
Fagus,with robinia,control,mixed,2025-08-05,1.6762499999999998,1.383333333333333,1.9691666666666665,6,24
Fagus,with robinia,control,mixed,2025-09-01,1.8849999999999998,1.5337499999999995,2.23625,6,24
Fagus,with robinia,control,mixed,2025-09-29,2.0620833333333333,1.6158333333333332,2.5083333333333333,6,24
Fagus,with robinia,control,mixed,2025-11-05,2.077916666666667,1.6141666666666667,2.541666666666667,6,24
Fagus,with robinia,control,mixed,2025-12-02,2.077916666666667,1.6141666666666667,2.541666666666667,6,24
Fagus,with robinia,drought,mono,2025-03-07,0,0,0,6,48
Fagus,with robinia,drought,mono,2025-05-08,0.16062499999999985,0.11916666666666652,0.2020833333333332,6,48
Fagus,with robinia,drought,mono,2025-06-11,0.8239583333333333,0.5997916666666666,1.0481250000000002,6,48
Fagus,with robinia,drought,mono,2025-07-09,0.9106250000000001,0.6439583333333333,1.1772916666666668,6,48
Fagus,with robinia,drought,mono,2025-08-05,0.9910416666666666,0.7652083333333334,1.216875,6,48
Fagus,with robinia,drought,mono,2025-09-01,0.9643750000000001,0.7472916666666668,1.1814583333333335,6,48
Fagus,with robinia,drought,mono,2025-09-29,1.278125,1.06125,1.495,6,48
Fagus,with robinia,drought,mono,2025-11-05,1.2768749999999998,1.016458333333333,1.5372916666666665,6,48
Fagus,with robinia,drought,mono,2025-12-02,1.2768749999999998,1.016458333333333,1.5372916666666665,6,48
Fagus,with robinia,drought,mixed,2025-03-07,0,0,0,6,24
Fagus,with robinia,drought,mixed,2025-05-08,0.40791666666666665,0.2691666666666668,0.5466666666666665,6,24
Fagus,with robinia,drought,mixed,2025-06-11,1.24,0.7658333333333333,1.7141666666666668,6,24
Fagus,with robinia,drought,mixed,2025-07-09,1.4120833333333334,0.9079166666666665,1.9162500000000002,6,24
Fagus,with robinia,drought,mixed,2025-08-05,1.4633333333333334,0.9341666666666665,1.9925000000000002,6,24
Fagus,with robinia,drought,mixed,2025-09-01,1.5120833333333332,0.8666666666666666,2.1574999999999998,6,24
Fagus,with robinia,drought,mixed,2025-09-29,1.6533333333333333,1.0349999999999995,2.2716666666666674,6,24
Fagus,with robinia,drought,mixed,2025-11-05,1.7466666666666666,1.0954166666666663,2.3979166666666667,6,24
Fagus,with robinia,drought,mixed,2025-12-02,1.7466666666666666,1.0954166666666663,2.3979166666666667,6,24
Quercus,without robinia,control,mono,2025-03-07,0,0,0,6,48
Quercus,without robinia,control,mono,2025-05-08,0.8108333333333333,0.734375,0.8872916666666666,6,48
Quercus,without robinia,control,mono,2025-06-11,1.5041666666666667,1.3891666666666664,1.6191666666666666,6,48
Quercus,without robinia,control,mono,2025-07-09,2.5385416666666667,2.419166666666667,2.6579166666666665,6,48
Quercus,without robinia,control,mono,2025-08-05,3.7770833333333336,3.556875,3.997291666666667,6,48
Quercus,without robinia,control,mono,2025-09-01,4.807291666666667,4.603125,5.011458333333334,6,48
Quercus,without robinia,control,mono,2025-09-29,6.411041666666667,6.2125,6.609583333333333,6,48
Quercus,without robinia,control,mono,2025-11-05,6.620833333333333,6.2837499999999995,6.957916666666666,6,48
Quercus,without robinia,control,mono,2025-12-02,6.640625,6.329375000000001,6.951874999999999,6,48
Quercus,without robinia,control,mixed,2025-03-07,0,0,0,6,24
Quercus,without robinia,control,mixed,2025-05-08,0.97125,0.8487499999999999,1.09375,6,24
Quercus,without robinia,control,mixed,2025-06-11,1.6795833333333332,1.5266666666666664,1.8325,6,24
Quercus,without robinia,control,mixed,2025-07-09,2.5508333333333333,2.3287500000000003,2.7729166666666667,6,24
Quercus,without robinia,control,mixed,2025-08-05,3.3345833333333332,3.0641666666666665,3.605,6,24
Quercus,without robinia,control,mixed,2025-09-01,4.25875,4.039166666666667,4.4783333333333335,6,24
Quercus,without robinia,control,mixed,2025-09-29,5.429166666666666,4.902083333333334,5.95625,6,24
Quercus,without robinia,control,mixed,2025-11-05,5.610833333333333,5.124583333333334,6.097083333333333,6,24
Quercus,without robinia,control,mixed,2025-12-02,5.647083333333333,5.2558333333333325,6.038333333333332,6,24
Quercus,without robinia,drought,mono,2025-03-07,0,0,0,6,48
Quercus,without robinia,drought,mono,2025-05-08,0.7499999999999998,0.6604166666666665,0.8395833333333331,6,48
Quercus,without robinia,drought,mono,2025-06-11,1.4964583333333332,1.3547916666666664,1.6381249999999998,6,48
Quercus,without robinia,drought,mono,2025-07-09,2.3793749999999996,2.274583333333333,2.4841666666666664,6,48
Quercus,without robinia,drought,mono,2025-08-05,3.3966666666666665,3.264583333333333,3.5287499999999996,6,48
Quercus,without robinia,drought,mono,2025-09-01,4.4025,4.2175,4.5874999999999995,6,48
Quercus,without robinia,drought,mono,2025-09-29,5.70125,5.320833333333333,6.081666666666667,6,48
Quercus,without robinia,drought,mono,2025-11-05,5.868333333333333,5.473333333333333,6.263333333333333,6,48
Quercus,without robinia,drought,mono,2025-12-02,5.815416666666667,5.519583333333333,6.11125,6,48
Quercus,without robinia,drought,mixed,2025-03-07,0,0,0,6,24
Quercus,without robinia,drought,mixed,2025-05-08,1.0933333333333335,0.8858333333333334,1.3008333333333335,6,24
Quercus,without robinia,drought,mixed,2025-06-11,1.7566666666666666,1.6416666666666666,1.8716666666666666,6,24
Quercus,without robinia,drought,mixed,2025-07-09,2.537916666666667,2.3475,2.7283333333333335,6,24
Quercus,without robinia,drought,mixed,2025-08-05,3.2845833333333334,3.137083333333333,3.4320833333333334,6,24
Quercus,without robinia,drought,mixed,2025-09-01,3.9174999999999995,3.7895833333333333,4.045416666666666,6,24
Quercus,without robinia,drought,mixed,2025-09-29,4.6025,4.297083333333333,4.907916666666667,6,24
Quercus,without robinia,drought,mixed,2025-11-05,4.694583333333333,4.443333333333333,4.945833333333333,6,24
Quercus,without robinia,drought,mixed,2025-12-02,4.819583333333333,4.57,5.069166666666667,6,24
Quercus,with robinia,control,mono,2025-03-07,0,0,0,7,56
Quercus,with robinia,control,mono,2025-05-08,0.6428571428571427,0.5564285714285714,0.7246428571428568,7,56
Quercus,with robinia,control,mono,2025-06-11,0.9498214285714285,0.777142857142857,1.1353571428571427,7,56
Quercus,with robinia,control,mono,2025-07-09,1.1714285714285715,0.9375,1.41125,7,56
Quercus,with robinia,control,mono,2025-08-05,1.5558928571428572,1.2510714285714286,1.8594642857142856,7,56
Quercus,with robinia,control,mono,2025-09-01,1.89375,1.5119642857142859,2.2626785714285713,7,56
Quercus,with robinia,control,mono,2025-09-29,2.659642857142857,2.1367857142857143,3.3189285714285717,7,56
Quercus,with robinia,control,mono,2025-11-05,2.855892857142857,2.2673214285714285,3.350892857142857,7,56
Quercus,with robinia,control,mono,2025-12-02,2.767857142857143,2.189107142857143,3.3466071428571427,7,56
Quercus,with robinia,control,mixed,2025-03-07,0,0,0,6,24
Quercus,with robinia,control,mixed,2025-05-08,0.8074999999999999,0.7112499999999999,0.9037499999999999,6,24
Quercus,with robinia,control,mixed,2025-06-11,1.1683333333333334,1.0274999999999999,1.3091666666666666,6,24
Quercus,with robinia,control,mixed,2025-07-09,1.3054166666666667,1.1383333333333332,1.4725000000000001,6,24
Quercus,with robinia,control,mixed,2025-08-05,1.8654166666666667,1.5795833333333333,2.15125,6,24
Quercus,with robinia,control,mixed,2025-09-01,2.31,2.09,2.5300000000000002,6,24
Quercus,with robinia,control,mixed,2025-09-29,3.34375,3.0149999999999997,3.6725,6,24
Quercus,with robinia,control,mixed,2025-11-05,3.473333333333333,3.013333333333333,3.9333333333333336,6,24
Quercus,with robinia,control,mixed,2025-12-02,3.402083333333333,3.0704166666666666,3.73375,6,24
Quercus,with robinia,drought,mono,2025-03-07,0,0,0,6,48
Quercus,with robinia,drought,mono,2025-05-08,0.6366666666666666,0.5629166666666666,0.7104166666666666,6,48
Quercus,with robinia,drought,mono,2025-06-11,0.8652083333333332,0.7247916666666666,1.0056249999999998,6,48
Quercus,with robinia,drought,mono,2025-07-09,0.9360416666666667,0.76125,1.1108333333333333,6,48
Quercus,with robinia,drought,mono,2025-08-05,1.326875,1.09875,1.5550000000000002,6,48
Quercus,with robinia,drought,mono,2025-09-01,1.7887499999999998,1.6241666666666665,1.9533333333333331,6,48
Quercus,with robinia,drought,mono,2025-09-29,2.7004166666666665,2.5766666666666667,2.8241666666666667,6,48
Quercus,with robinia,drought,mono,2025-11-05,2.8904166666666664,2.7116614583333334,3.0681249999999998,6,48
Quercus,with robinia,drought,mono,2025-12-02,2.84625,2.6672916666666664,3.0252083333333335,6,48
Quercus,with robinia,drought,mixed,2025-03-07,0,0,0,6,24
Quercus,with robinia,drought,mixed,2025-05-08,0.46708333333333324,0.2799999999999999,0.6541666666666666,6,24
Quercus,with robinia,drought,mixed,2025-06-11,0.9558333333333333,0.6254166666666665,1.28625,6,24
Quercus,with robinia,drought,mixed,2025-07-09,1.0641666666666665,0.7329166666666665,1.3954166666666665,6,24
Quercus,with robinia,drought,mixed,2025-08-05,1.0629166666666665,0.8783333333333332,1.2474999999999998,6,24
Quercus,with robinia,drought,mixed,2025-09-01,1.6,1.4095833333333334,1.7904166666666665,6,24
Quercus,with robinia,drought,mixed,2025-09-29,2.325833333333333,2.009583333333333,2.642083333333333,6,24
Quercus,with robinia,drought,mixed,2025-11-05,2.498333333333333,2.1666666666666665,2.83,6,24
Quercus,with robinia,drought,mixed,2025-12-02,2.60625,2.2483333333333335,2.964166666666667,6,24
Robinia,with robinia,control,mono,2025-03-07,0,0,0,12,72
Robinia,with robinia,control,mono,2025-05-08,0.5980555555555556,0.46094097222222236,0.7662986111111111,12,72
Robinia,with robinia,control,mono,2025-06-11,3.081111111111111,2.7642708333333332,3.367628472222222,12,72
Robinia,with robinia,control,mono,2025-07-09,3.8093055555555555,3.5044305555555555,4.208374999999999,12,72
Robinia,with robinia,control,mono,2025-08-05,5.507777777777777,5.103253472222223,5.969861111111111,12,72
Robinia,with robinia,control,mono,2025-09-01,6.416944444444445,5.940940972222221,6.895163194444445,12,72
Robinia,with robinia,control,mono,2025-09-29,7.006805555555555,6.434875000000001,7.540069444444444,12,72
Robinia,with robinia,control,mixed,2025-03-07,0,0,0,6,36
Robinia,with robinia,control,mixed,2025-05-08,0.6555555555555556,0.5405555555555556,0.7705555555555554,6,36
Robinia,with robinia,control,mixed,2025-06-11,3.3205555555555555,3.0700000000000003,3.571111111111111,6,36
Robinia,with robinia,control,mixed,2025-07-09,3.8902777777777775,3.6825,4.098055555555555,6,36
Robinia,with robinia,control,mixed,2025-08-05,5.479444444444445,4.999444444444444,5.959444444444444,6,36
Robinia,with robinia,control,mixed,2025-09-01,6.4325,5.89638888888889,6.968611111111111,6,36
Robinia,with robinia,control,mixed,2025-09-29,6.389444444444445,5.529166666666667,7.249722222222223,6,36
Robinia,with robinia,drought,mono,2025-03-07,0,0,0,12,72
Robinia,with robinia,drought,mono,2025-05-08,0.7405555555555554,0.6331562499999999,0.8578368055555553,12,72
Robinia,with robinia,drought,mono,2025-06-11,2.4884722222222218,2.36415625,2.6226423611111107,12,72
Robinia,with robinia,drought,mono,2025-07-09,2.7137499999999997,2.5848194444444443,2.856114583333333,12,72
Robinia,with robinia,drought,mono,2025-08-05,3.4476388888888887,3.2299374999999997,3.6643680555555553,12,72
Robinia,with robinia,drought,mono,2025-09-01,4.185319444444445,3.9109836805555553,4.434711805555555,12,72
Robinia,with robinia,drought,mono,2025-09-29,4.882777777777778,4.369336805555555,5.365982638888889,12,72
Robinia,with robinia,drought,mixed,2025-03-07,0,0,0,6,36
Robinia,with robinia,drought,mixed,2025-05-08,0.8013888888888888,0.6219444444444444,0.9808333333333332,6,36
Robinia,with robinia,drought,mixed,2025-06-11,2.485,2.1930555555555555,2.776944444444444,6,36
Robinia,with robinia,drought,mixed,2025-07-09,2.7286111111111113,2.535555555555556,2.921666666666667,6,36
Robinia,with robinia,drought,mixed,2025-08-05,3.628055555555555,3.3991666666666664,3.856944444444444,6,36
Robinia,with robinia,drought,mixed,2025-09-01,4.4125000000000005,4.2316666666666665,4.593333333333334,6,36
Robinia,with robinia,drought,mixed,2025-09-29,4.9494444444444445,4.76,5.138888888888889,6,36
