species,robinia,precipitation,culture,date,mean,lower_95,upper_95,n_containers,n_trees
Fagus,without robinia,control,mono,2025-06-18,0.7454166666666666,0.7275,0.7633333333333333,6,24
Fagus,without robinia,control,mono,2025-07-03,0.7620833333333333,0.7558333333333334,0.7679166666666667,6,24
Fagus,without robinia,control,mono,2025-07-17,0.7670833333333333,0.7587499999999999,0.7754166666666666,6,24
Fagus,without robinia,control,mono,2025-07-31,0.7770833333333333,0.76625,0.7879166666666667,6,24
Fagus,without robinia,control,mono,2025-08-14,0.7504166666666667,0.7220833333333334,0.77875,6,24
Fagus,without robinia,control,mono,2025-08-29,0.7225,0.6941666666666666,0.7508333333333334,6,24
Fagus,without robinia,control,mono,2025-09-10,0.735,0.7258333333333333,0.7441666666666666,6,24
Fagus,without robinia,control,mono,2025-09-25,0.7416666666666666,0.7320833333333333,0.75125,6,24
Fagus,without robinia,control,mono,2025-10-07,0.6970833333333333,0.6841666666666667,0.71,6,24
Fagus,without robinia,control,mono,2025-10-20,0.6766666666666666,0.6379166666666667,0.7154166666666666,6,24
Fagus,without robinia,control,mono,2025-11-12,0.05,0.004583333333333333,0.1,6,24
Fagus,without robinia,control,mixed,2025-06-18,0.6966666666666667,0.655,0.7383333333333333,6,12
Fagus,without robinia,control,mixed,2025-07-03,0.7608333333333333,0.7533333333333333,0.7683333333333333,6,12
Fagus,without robinia,control,mixed,2025-07-17,0.7733333333333333,0.7625,0.7841666666666667,6,12
Fagus,without robinia,control,mixed,2025-07-31,0.7666666666666667,0.7491666666666666,0.7841666666666667,6,12
Fagus,without robinia,control,mixed,2025-08-14,0.7708333333333334,0.7558333333333334,0.7858333333333334,6,12
Fagus,without robinia,control,mixed,2025-08-29,0.7433333333333333,0.7308333333333333,0.7558333333333334,6,12
Fagus,without robinia,control,mixed,2025-09-10,0.7516666666666667,0.735,0.7683333333333333,6,12
Fagus,without robinia,control,mixed,2025-09-25,0.7533333333333333,0.7383333333333333,0.7683333333333333,6,12
Fagus,without robinia,control,mixed,2025-10-07,0.6516666666666666,0.6158333333333332,0.6875,6,12
Fagus,without robinia,control,mixed,2025-10-20,0.6625,0.6366666666666667,0.6883333333333334,6,12
Fagus,without robinia,control,mixed,2025-11-12,0.048333333333333325,0,0.09666666666666665,6,12
Fagus,without robinia,drought,mono,2025-06-18,0.75375,0.7416666666666667,0.7658333333333334,6,24
Fagus,without robinia,drought,mono,2025-07-03,0.7729166666666667,0.7658333333333334,0.78,6,24
Fagus,without robinia,drought,mono,2025-07-17,0.7320833333333333,0.7162499999999999,0.7479166666666667,6,24
Fagus,without robinia,drought,mono,2025-07-31,0.7566666666666666,0.7470833333333333,0.7666666666666666,6,24
Fagus,without robinia,drought,mono,2025-08-14,0.7783333333333333,0.7658333333333334,0.7908333333333334,6,24
Fagus,without robinia,drought,mono,2025-08-29,0.7424999999999999,0.7320833333333333,0.7529166666666667,6,24
Fagus,without robinia,drought,mono,2025-09-10,0.75625,0.7358333333333333,0.7766666666666666,6,24
Fagus,without robinia,drought,mono,2025-09-25,0.7879166666666666,0.7866666666666666,0.7891666666666667,6,24
Fagus,without robinia,drought,mono,2025-10-07,0.6475,0.6154166666666666,0.6795833333333333,6,24
Fagus,without robinia,drought,mono,2025-10-20,0.5775,0.52625,0.6287499999999999,6,24
Fagus,without robinia,drought,mono,2025-11-12,0,0,0,6,24
Fagus,without robinia,drought,mixed,2025-06-18,0.7641666666666667,0.7533333333333333,0.775,6,12
Fagus,without robinia,drought,mixed,2025-07-03,0.7908333333333334,0.775,0.8066666666666668,6,12
Fagus,without robinia,drought,mixed,2025-07-17,0.7541666666666667,0.7416666666666667,0.7666666666666666,6,12
Fagus,without robinia,drought,mixed,2025-07-31,0.7566666666666667,0.7341666666666666,0.7791666666666667,6,12
Fagus,without robinia,drought,mixed,2025-08-14,0.7775000000000001,0.7683333333333333,0.7866666666666667,6,12
Fagus,without robinia,drought,mixed,2025-08-29,0.7441666666666666,0.7416666666666667,0.7466666666666666,6,12
Fagus,without robinia,drought,mixed,2025-09-10,0.7683333333333333,0.7591666666666667,0.7775,6,12
Fagus,without robinia,drought,mixed,2025-09-25,0.7925,0.7833333333333333,0.8016666666666666,6,12
Fagus,without robinia,drought,mixed,2025-10-07,0.6958333333333333,0.6616666666666666,0.73,6,12
Fagus,without robinia,drought,mixed,2025-10-20,0.725,0.71,0.74,6,12
