species,robinia,precipitation,culture,date,mean,lower_95,upper_95,n_containers,n_trees
Fagus,without robinia,control,mono,2025-09-03,94.1875,93.52083333333333,94.85416666666667,6,48
Fagus,without robinia,control,mono,2025-09-10,93.60416666666667,92.6875,94.52083333333333,6,48
Fagus,without robinia,control,mono,2025-09-17,90.39583333333333,89.14583333333333,91.64583333333333,6,48
Fagus,without robinia,control,mono,2025-09-25,88.04166666666667,86.5625,89.52083333333333,6,48
Fagus,without robinia,control,mono,2025-10-01,85.10416666666667,82.70833333333333,87.5,6,48
Fagus,without robinia,control,mono,2025-10-08,75,71.66666666666667,78.33333333333333,6,48
Fagus,without robinia,control,mono,2025-10-15,70.625,66.77083333333333,75,6,48
Fagus,without robinia,control,mono,2025-10-21,63.4375,58.125,68.75,6,48
Fagus,without robinia,control,mono,2025-10-27,42.145833333333336,33.541666666666664,50.75,6,48
Fagus,without robinia,control,mono,2025-11-04,5.041666666666667,2.5833333333333335,7.5,6,48
Fagus,without robinia,control,mono,2025-11-12,1.8333333333333335,0.4375,3.2291666666666665,6,48
Fagus,without robinia,control,mono,2025-11-19,0.75,0.2916666666666667,1.2083333333333333,6,48
Fagus,without robinia,control,mono,2025-11-25,0,0,0,6,48
Fagus,without robinia,control,mixed,2025-09-03,91.45833333333333,89.79166666666667,93.125,6,24
Fagus,without robinia,control,mixed,2025-09-10,90.625,88.33333333333333,92.91666666666667,6,24
Fagus,without robinia,control,mixed,2025-09-17,89.16666666666667,86.875,91.45833333333333,6,24
Fagus,without robinia,control,mixed,2025-09-25,85.41666666666667,81.45833333333333,89.375,6,24
Fagus,without robinia,control,mixed,2025-10-01,81.66666666666667,75,88.33333333333333,6,24
Fagus,without robinia,control,mixed,2025-10-08,70.83333333333333,60.208333333333336,81.45833333333333,6,24
Fagus,without robinia,control,mixed,2025-10-15,67.5,56.458333333333336,78.54166666666667,6,24
Fagus,without robinia,control,mixed,2025-10-21,62.708333333333336,51.041666666666664,74.375,6,24
Fagus,without robinia,control,mixed,2025-10-27,46.458333333333336,37.5,55.416666666666664,6,24
Fagus,without robinia,control,mixed,2025-11-04,6.833333333333334,3.4583333333333335,10.208333333333334,6,24
Fagus,without robinia,control,mixed,2025-11-12,1.8333333333333335,0.08333333333333333,3.583333333333333,6,24
Fagus,without robinia,control,mixed,2025-11-19,0.5833333333333333,0.08333333333333333,1.0833333333333333,6,24
Fagus,without robinia,control,mixed,2025-11-25,0,0,0,6,24
Fagus,without robinia,drought,mono,2025-09-03,93.33333333333333,91.45833333333333,95.20833333333333,6,48
Fagus,without robinia,drought,mono,2025-09-10,92.83333333333333,91.1875,94.47916666666667,6,48
Fagus,without robinia,drought,mono,2025-09-17,88.08333333333333,85.10416666666667,91.0625,6,48
Fagus,without robinia,drought,mono,2025-09-25,84,81.875,86.125,6,48
Fagus,without robinia,drought,mono,2025-10-01,80.08333333333333,77.29166666666667,82.875,6,48
Fagus,without robinia,drought,mono,2025-10-08,64.0625,60,68.125,6,48
Fagus,without robinia,drought,mono,2025-10-15,60.104166666666664,55.9375,64.27083333333333,6,48
Fagus,without robinia,drought,mono,2025-10-21,50.104166666666664,43.75,56.458333333333336,6,48
Fagus,without robinia,drought,mono,2025-10-27,25.270833333333332,18.604166666666668,31.9375,6,48
Fagus,without robinia,drought,mono,2025-11-04,1.1666666666666667,0.9583333333333333,1.375,6,48
Fagus,without robinia,drought,mono,2025-11-12,0.041666666666666664,0,0.08333333333333334,6,48
Fagus,without robinia,drought,mono,2025-11-19,0.041666666666666664,0,0.08333333333333334,6,48
Fagus,without robinia,drought,mono,2025-11-25,0,0,0,6,48
Fagus,without robinia,drought,mixed,2025-09-03,93.25,90.45833333333333,96.04166666666667,6,24
Fagus,without robinia,drought,mixed,2025-09-10,91.875,88.375,95.375,6,24
Fagus,without robinia,drought,mixed,2025-09-17,88.33333333333333,83.33333333333333,93.33333333333333,6,24
Fagus,without robinia,drought,mixed,2025-09-25,87.08333333333333,82.08333333333333,92.08333333333333,6,24
Fagus,without robinia,drought,mixed,2025-10-01,85,79.375,90.625,6,24
Fagus,without robinia,drought,mixed,2025-10-08,74.79166666666667,67.5,82.08333333333333,6,24
Fagus,without robinia,drought,mixed,2025-10-15,71.66666666666667,63.75,79.58333333333333,6,24
Fagus,without robinia,drought,mixed,2025-10-21,64.58333333333333,56.666666666666664,72.5,6,24
Fagus,without robinia,drought,mixed,2025-10-27,40.5,35.291666666666664,45.708333333333336,6,24
Fagus,without robinia,drought,mixed,2025-11-04,5.291666666666666,3.2083333333333335,7.375,6,24
Fagus,without robinia,drought,mixed,2025-11-12,0.9583333333333334,0.6666666666666666,1.25,6,24
Fagus,without robinia,drought,mixed,2025-11-19,0.5416666666666666,0.25,0.8333333333333334,6,24
Fagus,without robinia,drought,mixed,2025-11-25,0,0,0,6,24
Fagus,with robinia,control,mono,2025-09-03,8.35,0.95,15.5,5,40
Fagus,with robinia,control,mono,2025-09-10,7.425,0.7,13.85,5,40
Fagus,with robinia,control,mono,2025-09-17,4.3,0.4,8.15,5,40
Fagus,with robinia,control,mono,2025-09-25,3.35,0.4,6.25,5,40
Fagus,with robinia,control,mono,2025-10-01,3.15,0.35,5.95,5,40
Fagus,with robinia,control,mono,2025-10-08,2.65,0.4,4.9,5,40
Fagus,with robinia,control,mono,2025-10-15,1.8,0.25,3.35,5,40
Fagus,with robinia,control,mono,2025-10-21,1.175,0.15,2.2,5,40
Fagus,with robinia,control,mono,2025-10-27,2.525,0.4,4.65,5,40
Fagus,with robinia,control,mono,2025-11-04,0.05,0.05,0.05,5,40
Fagus,with robinia,control,mono,2025-11-12,0.05,0.05,0.05,5,40
Fagus,with robinia,control,mono,2025-11-19,0.05,0.05,0.05,5,40
Fagus,with robinia,control,mono,2025-11-25,0,0,0,5,40
Fagus,with robinia,control,mixed,2025-09-03,1.4166666666666665,0.375,2.4583333333333335,6,24
Fagus,with robinia,control,mixed,2025-09-10,1.0833333333333335,0.20833333333333334,1.9583333333333333,6,24
Fagus,with robinia,control,mixed,2025-09-17,0.7916666666666667,0.25,1.3333333333333333,6,24
Fagus,with robinia,control,mixed,2025-09-25,0.7916666666666667,0.5,1.0833333333333333,6,24
Fagus,with robinia,control,mixed,2025-10-01,0.875,0.5,1.25,6,24
Fagus,with robinia,control,mixed,2025-10-08,0.6666666666666667,0.25,1.0833333333333333,6,24
Fagus,with robinia,control,mixed,2025-10-15,0.5833333333333333,0.16666666666666669,1,6,24
Fagus,with robinia,control,mixed,2025-10-21,0.5,0.16666666666666669,0.8333333333333333,6,24
Fagus,with robinia,control,mixed,2025-10-27,0.5,0.16666666666666669,0.8333333333333333,6,24
Fagus,with robinia,control,mixed,2025-11-04,0.4166666666666667,0,0.8333333333333333,6,24
Fagus,with robinia,control,mixed,2025-11-12,0.4166666666666667,0,0.8333333333333333,6,24
Fagus,with robinia,control,mixed,2025-11-19,0.4166666666666667,0,0.8333333333333333,6,24
Fagus,with robinia,control,mixed,2025-11-25,0,0,0,6,24
Fagus,with robinia,drought,mono,2025-09-03,10.520833333333334,5.979166666666666,15.0625,6,48
