boxlabel,date,swc
b2-p2-c3,2025-07-17,10.4
b2-p2-c3,2025-07-31,22.9
b2-p2-c3,2025-08-14,5.6
b2-p2-c3,2025-08-28,12.1
b2-p2-c3,2025-09-10,18
b2-p2-c3,2025-09-23,19.4
b2-p2-c3,2025-10-07,18.3
b2-p2-c3,2025-10-21,12.9
b2-p2-c4,2024-09-19,21.6
b2-p2-c4,2024-10-17,23.4
b2-p2-c4,2024-11-12,24.4
b2-p2-c4,2024-11-13,20.8
b2-p2-c4,2025-01-30,26.1
b2-p2-c4,2025-03-04,26.4
b2-p2-c4,2025-04-02,14.7
b2-p2-c4,2025-04-11,9.5
b2-p2-c4,2025-04-28,18.7
b2-p2-c4,2025-05-12,11.4
b2-p2-c4,2025-05-26,20.1
b2-p2-c4,2025-06-06,10.6
b2-p2-c4,2025-06-20,1.4
b2-p2-c4,2025-07-02,0.6
b2-p2-c4,2025-07-03,2.6
b2-p2-c4,2025-07-17,6.7
b2-p2-c4,2025-07-31,17.6
b2-p2-c4,2025-08-14,1.5
b2-p2-c4,2025-08-28,12.3
b2-p2-c4,2025-09-10,17.4
b2-p2-c4,2025-09-23,19.9
b2-p2-c4,2025-10-07,17.7
b2-p2-c4,2025-10-21,10.2
b2-p3-c1,2024-09-19,20.5
b2-p3-c1,2024-10-17,22.7
b2-p3-c1,2024-11-12,23.5
b2-p3-c1,2024-11-13,18.6
b2-p3-c1,2025-01-30,21.3
b2-p3-c1,2025-03-04,23.9
b2-p3-c1,2025-04-02,14.8
b2-p3-c1,2025-04-11,9.4
b2-p3-c1,2025-04-28,16.5
b2-p3-c1,2025-05-12,12.2
b2-p3-c1,2025-05-26,23.4
b2-p3-c1,2025-06-06,18.6
b2-p3-c1,2025-06-20,12
b2-p3-c1,2025-07-02,8
b2-p3-c1,2025-07-03,10.7
b2-p3-c1,2025-07-17,15.8
b2-p3-c1,2025-07-31,23.8
b2-p3-c1,2025-08-14,9.3
b2-p3-c1,2025-08-28,20
b2-p3-c1,2025-09-10,20.6
b2-p3-c1,2025-09-23,19.3
b2-p3-c1,2025-10-07,20.3
b2-p3-c1,2025-10-21,17.2
b2-p3-c2,2024-09-19,14.8
b2-p3-c2,2024-10-17,18.3
b2-p3-c2,2024-11-12,18.4
b2-p3-c2,2024-11-13,14.5
b2-p3-c2,2025-01-30,19.2
b2-p3-c2,2025-03-04,17.4
b2-p3-c2,2025-04-02,12.6
b2-p3-c2,2025-04-11,9.5
b2-p3-c2,2025-04-28,13.5
b2-p3-c2,2025-05-12,6.8
b2-p3-c2,2025-05-26,14.7
b2-p3-c2,2025-06-06,4.8
b2-p3-c2,2025-06-20,0
b2-p3-c2,2025-07-02,0
b2-p3-c2,2025-07-03,2.1
b2-p3-c2,2025-07-17,7
b2-p3-c2,2025-07-31,14.3
b2-p3-c2,2025-08-14,0
b2-p3-c2,2025-08-28,18.9
b2-p3-c2,2025-09-10,14.9
b2-p3-c2,2025-09-23,19.5
b2-p3-c2,2025-10-07,13.5
b2-p3-c2,2025-10-21,8.1
b2-p3-c3,2024-09-19,19.3
b2-p3-c3,2024-10-17,24
b2-p3-c3,2024-11-12,21.6
b2-p3-c3,2024-11-13,20.4
b2-p3-c3,2025-01-30,22.9
b2-p3-c3,2025-03-04,19.6
b2-p3-c3,2025-04-02,15.8
b2-p3-c3,2025-04-11,10.6
b2-p3-c3,2025-04-28,19
b2-p3-c3,2025-05-12,12.5
b2-p3-c3,2025-05-26,22.4
b2-p3-c3,2025-06-06,20.5
b2-p3-c3,2025-06-20,5.9
b2-p3-c3,2025-07-02,3.4
b2-p3-c3,2025-07-03,7.2
b2-p3-c3,2025-07-17,13.2
b2-p3-c3,2025-07-31,18.6
b2-p3-c3,2025-08-14,4.7
b2-p3-c3,2025-08-28,19.9
b2-p3-c3,2025-09-10,19.8
b2-p3-c3,2025-09-23,21.4
b2-p3-c3,2025-10-07,17.1
b2-p3-c3,2025-10-21,11.7
b2-p3-c4,2024-09-19,22.5
b2-p3-c4,2024-10-17,24.8
b2-p3-c4,2024-11-12,21.1
b2-p3-c4,2024-11-13,23.3
b2-p3-c4,2025-01-30,26.2
b2-p3-c4,2025-03-04,23.6
b2-p3-c4,2025-04-02,19
b2-p3-c4,2025-04-11,14.3
b2-p3-c4,2025-04-28,20.7
b2-p3-c4,2025-05-12,15.9
b2-p3-c4,2025-05-26,25.2
b2-p3-c4,2025-06-06,22.1
b2-p3-c4,2025-06-20,12.2
b2-p3-c4,2025-07-02,10.4
b2-p3-c4,2025-07-03,11.9
b2-p3-c4,2025-07-17,19.3
b2-p3-c4,2025-07-31,27.3
b2-p3-c4,2025-08-14,9.2
b2-p3-c4,2025-08-28,23
b2-p3-c4,2025-09-10,22.2
b2-p3-c4,2025-09-23,25
b2-p3-c4,2025-10-07,21
b2-p3-c4,2025-10-21,17.6
b2-p4-c1,2024-09-19,13.9
b2-p4-c1,2024-10-17,17
b2-p4-c1,2024-11-12,18.8
b2-p4-c1,2024-11-13,14.9
b2-p4-c1,2025-01-30,18.5
b2-p4-c1,2025-03-04,18
b2-p4-c1,2025-04-02,9.2
b2-p4-c1,2025-04-11,7.4
b2-p4-c1,2025-04-28,10.8
b2-p4-c1,2025-05-12,2.6
b2-p4-c1,2025-05-26,7.3
b2-p4-c1,2025-06-06,1.8
b2-p4-c1,2025-06-20,0
b2-p4-c1,2025-07-02,0
b2-p4-c1,2025-07-03,1.9
b2-p4-c1,2025-07-17,5.3
b2-p4-c1,2025-07-31,10.1
b2-p4-c1,2025-08-14,0.5
b2-p4-c1,2025-08-28,9
b2-p4-c1,2025-09-10,14.1
b2-p4-c1,2025-09-23,16.4
b2-p4-c1,2025-10-07,11.5
b2-p4-c1,2025-10-21,4.3
b2-p4-c2,2024-09-19,15.8
b2-p4-c2,2024-10-17,17.2
b2-p4-c2,2024-11-12,19.9
b2-p4-c2,2024-11-13,14.2
b2-p4-c2,2025-01-30,21.5
b2-p4-c2,2025-03-04,16.3
b2-p4-c2,2025-04-02,10.1
b2-p4-c2,2025-04-11,7.3
b2-p4-c2,2025-04-28,11.9
b2-p4-c2,2025-05-12,6.3
b2-p4-c2,2025-05-26,9.5
b2-p4-c2,2025-06-06,1.8
b2-p4-c2,2025-06-20,0
b2-p4-c2,2025-07-02,0
b2-p4-c2,2025-07-03,2.5
b2-p4-c2,2025-07-17,6
b2-p4-c2,2025-07-31,12.2
b2-p4-c2,2025-08-14,0
b2-p4-c2,2025-08-28,9.8
b2-p4-c2,2025-09-10,13.4
b2-p4-c2,2025-09-23,17.5
b2-p4-c2,2025-10-07,11.7
b2-p4-c2,2025-10-21,7.1
b2-p4-c3,2024-09-19,15.6
b2-p4-c3,2024-10-17,20.9
b2-p4-c3,2024-11-12,25.3
b2-p4-c3,2024-11-13,22.1
b2-p4-c3,2025-01-30,24.3
b2-p4-c3,2025-03-04,20.9
b2-p4-c3,2025-04-02,14.9
b2-p4-c3,2025-04-11,11
b2-p4-c3,2025-04-28,17.5
b2-p4-c3,2025-05-12,12.6
b2-p4-c3,2025-05-26,18.8
b2-p4-c3,2025-06-06,16.5
b2-p4-c3,2025-06-20,5.2
b2-p4-c3,2025-07-02,2
b2-p4-c3,2025-07-03,5
b2-p4-c3,2025-07-17,6.7
b2-p4-c3,2025-07-31,19.9
b2-p4-c3,2025-08-14,3.5
b2-p4-c3,2025-08-28,10.5
b2-p4-c3,2025-09-10,16.3
b2-p4-c3,2025-09-23,17.2
b2-p4-c3,2025-10-07,12.8
b2-p4-c3,2025-10-21,6.5
b2-p4-c4,2024-09-19,22
b2-p4-c4,2024-10-17,24.6
b2-p4-c4,2024-11-12,25.1
b2-p4-c4,2024-11-13,22.1
b2-p4-c4,2025-01-30,25.6
b2-p4-c4,2025-03-04,21.5
b2-p4-c4,2025-04-02,11.4
b2-p4-c4,2025-04-11,7.9
b2-p4-c4,2025-04-28,14.1
b2-p4-c4,2025-05-12,13.3
b2-p4-c4,2025-05-26,18.6
b2-p4-c4,2025-06-06,10
b2-p4-c4,2025-06-20,2
b2-p4-c4,2025-07-02,0
b2-p4-c4,2025-07-03,1.2
b2-p4-c4,2025-07-17,5.1
b2-p4-c4,2025-07-31,14.3
b2-p4-c4,2025-08-14,0
b2-p4-c4,2025-08-28,9.7
b2-p4-c4,2025-09-10,11.5
b2-p4-c4,2025-09-23,11.5
b2-p4-c4,2025-10-07,8.5
b2-p4-c4,2025-10-21,2.1
b2-p5-c1,2024-09-19,19.6
b2-p5-c1,2024-10-17,18.2
b2-p5-c1,2024-11-12,21.6
b2-p5-c1,2024-11-13,20.3
b2-p5-c1,2025-01-30,20.6
b2-p5-c1,2025-03-04,18.2
b2-p5-c1,2025-04-02,9.1
b2-p5-c1,2025-04-11,8.2
b2-p5-c1,2025-04-28,11.9
b2-p5-c1,2025-05-12,8.3
b2-p5-c1,2025-05-26,14.2
b2-p5-c1,2025-06-06,8.4
b2-p5-c1,2025-06-20,2.1
b2-p5-c1,2025-07-02,0.9
b2-p5-c1,2025-07-03,2.9
b2-p5-c1,2025-07-17,5
b2-p5-c1,2025-07-31,14.9
b2-p5-c1,2025-08-14,1.6
b2-p5-c1,2025-08-28,8.5
b2-p5-c1,2025-09-10,11.6
b2-p5-c1,2025-09-23,15.1
b2-p5-c1,2025-10-07,10.3
b2-p5-c1,2025-10-21,5.6
b2-p5-c2,2024-09-19,15.1
b2-p5-c2,2024-10-17,19.8
b2-p5-c2,2024-11-12,23.2
b2-p5-c2,2024-11-13,20.2
b2-p5-c2,2025-01-30,19.5
b2-p5-c2,2025-03-04,18.8
b2-p5-c2,2025-04-02,8.9
b2-p5-c2,2025-04-11,7.3
b2-p5-c2,2025-04-28,13.2
b2-p5-c2,2025-05-12,10.9
b2-p5-c2,2025-05-26,17
b2-p5-c2,2025-06-06,16.2
b2-p5-c2,2025-06-20,7.2
b2-p5-c2,2025-07-02,5.1
b2-p5-c2,2025-07-03,5.4
b2-p5-c2,2025-07-17,8.2
b2-p5-c2,2025-07-31,17
b2-p5-c2,2025-08-14,3.8
b2-p5-c2,2025-08-28,11.5
b2-p5-c2,2025-09-10,13.2
b2-p5-c2,2025-09-23,18
b2-p5-c2,2025-10-07,13.4
b2-p5-c2,2025-10-21,8.3
b2-p5-c3,2024-09-19,15.2
b2-p5-c3,2024-10-17,18.2
b2-p5-c3,2024-11-12,20.1
b2-p5-c3,2024-11-13,19.5
b2-p5-c3,2025-01-30,19.9
b2-p5-c3,2025-03-04,17.1
b2-p5-c3,2025-04-02,11.4
b2-p5-c3,2025-04-11,7.4
b2-p5-c3,2025-04-28,12.8
b2-p5-c3,2025-05-12,8.8
b2-p5-c3,2025-05-26,16.2
b2-p5-c3,2025-06-06,12.9
b2-p5-c3,2025-06-20,3.8
b2-p5-c3,2025-07-02,1.6
b2-p5-c3,2025-07-03,2.9
b2-p5-c3,2025-07-17,5.4
b2-p5-c3,2025-07-31,14.2
b2-p5-c3,2025-08-14,2.1
b2-p5-c3,2025-08-28,9
b2-p5-c3,2025-09-10,11.6
b2-p5-c3,2025-09-23,13.9
b2-p5-c3,2025-10-07,11.5
b2-p5-c3,2025-10-21,5.9
b2-p5-c4,2024-09-19,14.9
b2-p5-c4,2024-10-17,21.1
b2-p5-c4,2024-11-12,21
b2-p5-c4,2024-11-13,17.3
b2-p5-c4,2025-01-30,19.7
b2-p5-c4,2025-03-04,17.3
b2-p5-c4,2025-04-02,10.8
b2-p5-c4,2025-04-11,8.3
b2-p5-c4,2025-04-28,12.7
b2-p5-c4,2025-05-12,5.7
b2-p5-c4,2025-05-26,9
b2-p5-c4,2025-06-06,2.5
b2-p5-c4,2025-06-20,0
b2-p5-c4,2025-07-02,0
b2-p5-c4,2025-07-03,2.5
b2-p5-c4,2025-07-17,5
b2-p5-c4,2025-07-31,11.7
b2-p5-c4,2025-08-14,1.3
b2-p5-c4,2025-08-28,8
b2-p5-c4,2025-09-10,9.8
b2-p5-c4,2025-09-23,12.5
b2-p5-c4,2025-10-07,6.4
b2-p5-c4,2025-10-21,0.8
b2-p6-c1,2024-09-19,15.1
b2-p6-c1,2024-10-17,22.5
b2-p6-c1,2024-11-12,23.3
b2-p6-c1,2024-11-13,19.7
b2-p6-c1,2025-01-30,22.4
b2-p6-c1,2025-03-04,19.5
b2-p6-c1,2025-04-02,11.3
b2-p6-c1,2025-04-11,8.3
b2-p6-c1,2025-04-28,14.1
b2-p6-c1,2025-05-12,8.2
b2-p6-c1,2025-05-26,13.8
b2-p6-c1,2025-06-06,4.6
b2-p6-c1,2025-06-20,1.1
b2-p6-c1,2025-07-02,0
b2-p6-c1,2025-07-03,1.7
b2-p6-c1,2025-07-17,3.8
b2-p6-c1,2025-07-31,12.5
b2-p6-c1,2025-08-14,1.5
b2-p6-c1,2025-08-28,7.8
b2-p6-c1,2025-09-10,8.6
b2-p6-c1,2025-09-23,11.5
b2-p6-c1,2025-10-07,7.5
b2-p6-c1,2025-10-21,2.1
b2-p6-c2,2024-09-19,18.7
b2-p6-c2,2024-10-17,26
b2-p6-c2,2024-11-12,25.3
b2-p6-c2,2024-11-13,22
b2-p6-c2,2025-01-30,24.9
b2-p6-c2,2025-03-04,23.4
b2-p6-c2,2025-04-02,13.9
b2-p6-c2,2025-04-11,9.2
b2-p6-c2,2025-04-28,13.9
b2-p6-c2,2025-05-12,10.3
b2-p6-c2,2025-05-26,19.7
b2-p6-c2,2025-06-06,16.1
b2-p6-c2,2025-06-20,6.1
b2-p6-c2,2025-07-02,3.6
b2-p6-c2,2025-07-03,5.3
b2-p6-c2,2025-07-17,5.5
b2-p6-c2,2025-07-31,17.7
b2-p6-c2,2025-08-14,4.2
b2-p6-c2,2025-08-28,8.9
b2-p6-c2,2025-09-10,13.8
b2-p6-c2,2025-09-23,17.7
b2-p6-c2,2025-10-07,14.3
b2-p6-c2,2025-10-21,7.4
b2-p6-c3,2024-09-19,20.9
b2-p6-c3,2024-10-17,26.9
b2-p6-c3,2024-11-12,24.4
b2-p6-c3,2024-11-13,22.1
b2-p6-c3,2025-01-30,24.8
b2-p6-c3,2025-03-04,19.7
b2-p6-c3,2025-04-02,12.1
b2-p6-c3,2025-04-11,8.1
b2-p6-c3,2025-04-28,12.4
b2-p6-c3,2025-05-12,7.7
b2-p6-c3,2025-05-26,13.4
b2-p6-c3,2025-06-06,5.7
b2-p6-c3,2025-06-20,0.5
b2-p6-c3,2025-07-02,2
b2-p6-c3,2025-07-03,2.9
b2-p6-c3,2025-07-17,4.1
b2-p6-c3,2025-07-31,17.8
b2-p6-c3,2025-08-14,1.4
b2-p6-c3,2025-08-28,10.2
b2-p6-c3,2025-09-10,13
b2-p6-c3,2025-09-23,18.5
b2-p6-c3,2025-10-07,13.5
b2-p6-c3,2025-10-21,6.8
b2-p6-c4,2024-09-19,21.2
b2-p6-c4,2024-10-17,27.4
b2-p6-c4,2024-11-12,26.9
b2-p6-c4,2024-11-13,23.5
b2-p6-c4,2025-01-30,25
b2-p6-c4,2025-03-04,24.5
b2-p6-c4,2025-04-02,13.4
b2-p6-c4,2025-04-11,10.4
b2-p6-c4,2025-04-28,15.6
b2-p6-c4,2025-05-12,13.3
b2-p6-c4,2025-05-26,18.6
b2-p6-c4,2025-06-06,1.5
b2-p6-c4,2025-06-20,8.1
b2-p6-c4,2025-07-02,4.2
b2-p6-c4,2025-07-03,6.1
b2-p6-c4,2025-07-17,6.7
b2-p6-c4,2025-07-31,18.3
b2-p6-c4,2025-08-14,4.5
b2-p6-c4,2025-08-28,11.5
b2-p6-c4,2025-09-10,16.1
b2-p6-c4,2025-09-23,19
b2-p6-c4,2025-10-07,13.7
b2-p6-c4,2025-10-21,8.9
b3-p1-c1,2024-09-19,12.4
b3-p1-c1,2024-10-17,16.4
b3-p1-c1,2024-11-12,16.4
b3-p1-c1,2024-11-13,15.9
b3-p1-c1,2025-01-30,18.5
b3-p1-c1,2025-03-04,15.2
b3-p1-c1,2025-04-02,9.9
b3-p1-c1,2025-04-11,6.7
b3-p1-c1,2025-04-28,10.6
b3-p1-c1,2025-05-12,5.3
b3-p1-c1,2025-05-26,10.8
b3-p1-c1,2025-06-06,2.1
b3-p1-c1,2025-06-20,0
b3-p1-c1,2025-07-02,0
b3-p1-c1,2025-07-03,3.2
b3-p1-c1,2025-07-17,5
b3-p1-c1,2025-07-31,13.3
b3-p1-c1,2025-08-14,1
b3-p1-c1,2025-08-28,8.8
b3-p1-c1,2025-09-10,8.6
b3-p1-c1,2025-09-23,10.9
b3-p1-c1,2025-10-07,6.3
b3-p1-c1,2025-10-21,0.5
b3-p1-c2,2024-09-19,14.5
b3-p1-c2,2024-10-17,17.7
b3-p1-c2,2024-11-12,17.1
b3-p1-c2,2024-11-13,14.4
b3-p1-c2,2025-01-30,18.5
b3-p1-c2,2025-03-04,14.9
b3-p1-c2,2025-04-02,11.4
b3-p1-c2,2025-04-11,6
b3-p1-c2,2025-04-28,11.9
b3-p1-c2,2025-05-12,7.3
b3-p1-c2,2025-05-26,10.8
b3-p1-c2,2025-06-06,2.5
b3-p1-c2,2025-06-20,0
b3-p1-c2,2025-07-02,0
b3-p1-c2,2025-07-03,1.5
b3-p1-c2,2025-07-17,5.3
b3-p1-c2,2025-07-31,14.1
b3-p1-c2,2025-08-14,0
b3-p1-c2,2025-08-28,11.2
b3-p1-c2,2025-09-10,13.6
b3-p1-c2,2025-09-23,16.2
b3-p1-c2,2025-10-07,12.5
b3-p1-c2,2025-10-21,4.3
b3-p1-c3,2024-09-19,14.1
b3-p1-c3,2024-10-17,17.4
b3-p1-c3,2024-11-12,18.4
b3-p1-c3,2024-11-13,16.4
b3-p1-c3,2025-01-30,17.5
b3-p1-c3,2025-03-04,14.8
b3-p1-c3,2025-04-02,8.8
b3-p1-c3,2025-04-11,6.6
b3-p1-c3,2025-04-28,11.8
b3-p1-c3,2025-05-12,8.9
b3-p1-c3,2025-05-26,19.7
b3-p1-c3,2025-06-06,14.2
b3-p1-c3,2025-06-20,5
b3-p1-c3,2025-07-02,1.6
b3-p1-c3,2025-07-03,3.7
b3-p1-c3,2025-07-17,6
b3-p1-c3,2025-07-31,16.1
b3-p1-c3,2025-08-14,1.6
b3-p1-c3,2025-08-28,10.2
b3-p1-c3,2025-09-10,13.1
b3-p1-c3,2025-09-23,13.2
b3-p1-c3,2025-10-07,12.3
b3-p1-c3,2025-10-21,4.6
b3-p1-c4,2024-09-19,14.2
b3-p1-c4,2024-10-17,16.8
b3-p1-c4,2024-11-12,16.5
b3-p1-c4,2024-11-13,15
b3-p1-c4,2025-01-30,18.1
b3-p1-c4,2025-03-04,15.4
b3-p1-c4,2025-04-02,8.4
b3-p1-c4,2025-04-11,6.8
b3-p1-c4,2025-04-28,11.3
b3-p1-c4,2025-05-12,5.9
b3-p1-c4,2025-05-26,12.3
b3-p1-c4,2025-06-06,2.6
b3-p1-c4,2025-06-20,0
b3-p1-c4,2025-07-02,0
b3-p1-c4,2025-07-03,1.9
b3-p1-c4,2025-07-17,4.4
b3-p1-c4,2025-07-31,13.1
b3-p1-c4,2025-08-14,0
b3-p1-c4,2025-08-28,8.3
b3-p1-c4,2025-09-10,9.8
b3-p1-c4,2025-09-23,12.7
b3-p1-c4,2025-10-07,7
b3-p1-c4,2025-10-21,1.6
b3-p2-c1,2024-09-19,19.5
b3-p2-c1,2024-10-17,20.7
b3-p2-c1,2024-11-12,18.9
b3-p2-c1,2024-11-13,17.9
b3-p2-c1,2025-01-30,20.8
b3-p2-c1,2025-03-04,20.2
b3-p2-c1,2025-04-02,11.3
b3-p2-c1,2025-04-11,8.3
b3-p2-c1,2025-04-28,14.3
b3-p2-c1,2025-05-12,9
b3-p2-c1,2025-05-26,19
b3-p2-c1,2025-06-06,10.3
b3-p2-c1,2025-06-20,3.8
b3-p2-c1,2025-07-02,1.9
b3-p2-c1,2025-07-03,3.8
b3-p2-c1,2025-07-17,5.7
b3-p2-c1,2025-07-31,14.7
b3-p2-c1,2025-08-14,2
b3-p2-c1,2025-08-28,11.3
b3-p2-c1,2025-09-10,13
b3-p2-c1,2025-09-23,14.9
b3-p2-c1,2025-10-07,13
b3-p2-c1,2025-10-21,6.5
b3-p2-c2,2024-09-19,21.9
b3-p2-c2,2024-10-17,21.6
b3-p2-c2,2024-11-12,21.7
b3-p2-c2,2024-11-13,22.2
b3-p2-c2,2025-01-30,25.6
b3-p2-c2,2025-03-04,20.7
b3-p2-c2,2025-04-02,11.9
b3-p2-c2,2025-04-11,8.3
b3-p2-c2,2025-04-28,13.2
b3-p2-c2,2025-05-12,10.6
b3-p2-c2,2025-05-26,18.5
b3-p2-c2,2025-06-06,7
b3-p2-c2,2025-06-20,1.1
b3-p2-c2,2025-07-02,1.1
b3-p2-c2,2025-07-03,3.8
b3-p2-c2,2025-07-17,6
b3-p2-c2,2025-07-31,14.8
b3-p2-c2,2025-08-14,1.2
b3-p2-c2,2025-08-28,12.1
b3-p2-c2,2025-09-10,14.5
b3-p2-c2,2025-09-23,14.5
b3-p2-c2,2025-10-07,13.1
b3-p2-c2,2025-10-21,3.3
b3-p2-c3,2024-09-19,18.6
b3-p2-c3,2024-10-17,21.7
b3-p2-c3,2024-11-12,19.1
b3-p2-c3,2024-11-13,21.6
b3-p2-c3,2025-01-30,23
b3-p2-c3,2025-03-04,20.5
b3-p2-c3,2025-04-02,12.4
b3-p2-c3,2025-04-11,7.7
b3-p2-c3,2025-04-28,16.1
b3-p2-c3,2025-05-12,10.2
b3-p2-c3,2025-05-26,20.2
b3-p2-c3,2025-06-06,15.2
b3-p2-c3,2025-06-20,5.7
b3-p2-c3,2025-07-02,3
b3-p2-c3,2025-07-03,5.3
b3-p2-c3,2025-07-17,6.6
b3-p2-c3,2025-07-31,16.5
b3-p2-c3,2025-08-14,2.2
b3-p2-c3,2025-08-28,11.4
b3-p2-c3,2025-09-10,14.6
b3-p2-c3,2025-09-23,18.2
b3-p2-c3,2025-10-07,15.9
b3-p2-c3,2025-10-21,9.9
b3-p2-c4,2024-09-19,20.6
b3-p2-c4,2024-10-17,24.9
b3-p2-c4,2024-11-12,22.3
b3-p2-c4,2024-11-13,20.7
b3-p2-c4,2025-01-30,23.3
b3-p2-c4,2025-03-04,21.1
b3-p2-c4,2025-04-02,12.8
b3-p2-c4,2025-04-11,8.6
b3-p2-c4,2025-04-28,14.8
b3-p2-c4,2025-05-12,9
b3-p2-c4,2025-05-26,16.5
b3-p2-c4,2025-06-06,5.1
b3-p2-c4,2025-06-20,0.6
b3-p2-c4,2025-07-02,0.5
b3-p2-c4,2025-07-03,2.1
b3-p2-c4,2025-07-17,5.1
b3-p2-c4,2025-07-31,18.5
b3-p2-c4,2025-08-14,1.1
b3-p2-c4,2025-08-28,11.6
b3-p2-c4,2025-09-10,15.5
b3-p2-c4,2025-09-23,16.6
b3-p2-c4,2025-10-07,12.7
b3-p2-c4,2025-10-21,3.2
b3-p3-c1,2024-09-19,16.1
b3-p3-c1,2024-10-17,20.5
b3-p3-c1,2024-11-12,20.2
b3-p3-c1,2024-11-13,20.7
b3-p3-c1,2025-01-30,23.2
b3-p3-c1,2025-03-04,20.3
b3-p3-c1,2025-04-02,12
b3-p3-c1,2025-04-11,8.6
b3-p3-c1,2025-04-28,13.2
b3-p3-c1,2025-05-12,10.3
b3-p3-c1,2025-05-26,20.4
b3-p3-c1,2025-06-06,12.5
b3-p3-c1,2025-06-20,4.7
b3-p3-c1,2025-07-02,2
b3-p3-c1,2025-07-03,4.9
b3-p3-c1,2025-07-17,5.4
b3-p3-c1,2025-07-31,13
b3-p3-c1,2025-08-14,2.8
b3-p3-c1,2025-08-28,8.2
b3-p3-c1,2025-09-10,13.1
b3-p3-c1,2025-09-23,15.9
b3-p3-c1,2025-10-07,12.4
b3-p3-c1,2025-10-21,5.3
b3-p3-c2,2024-09-19,13.7
b3-p3-c2,2024-10-17,18.1
b3-p3-c2,2024-11-12,16.6
b3-p3-c2,2024-11-13,17.4
b3-p3-c2,2025-01-30,18.6
b3-p3-c2,2025-03-04,17.1
b3-p3-c2,2025-04-02,8.5
b3-p3-c2,2025-04-11,6.7
b3-p3-c2,2025-04-28,12.6
b3-p3-c2,2025-05-12,7.8
b3-p3-c2,2025-05-26,15.5
b3-p3-c2,2025-06-06,8.5
b3-p3-c2,2025-06-20,2.3
b3-p3-c2,2025-07-02,0.9
b3-p3-c2,2025-07-03,2.9
b3-p3-c2,2025-07-17,4.7
b3-p3-c2,2025-07-31,14.3
b3-p3-c2,2025-08-14,1
b3-p3-c2,2025-08-28,7.5
b3-p3-c2,2025-09-10,12.4
b3-p3-c2,2025-09-23,16.6
b3-p3-c2,2025-10-07,11.8
b3-p3-c2,2025-10-21,3.5
b3-p3-c3,2024-09-19,23.3
b3-p3-c3,2024-10-17,27.3
b3-p3-c3,2024-11-12,24
b3-p3-c3,2024-11-13,24.9
b3-p3-c3,2025-01-30,25.3
b3-p3-c3,2025-03-04,21.6
b3-p3-c3,2025-04-02,13.3
b3-p3-c3,2025-04-11,9.7
b3-p3-c3,2025-04-28,15.7
b3-p3-c3,2025-05-12,13.6
b3-p3-c3,2025-05-26,27.2
b3-p3-c3,2025-06-06,21.8
b3-p3-c3,2025-06-20,12.2
b3-p3-c3,2025-07-02,7.5
b3-p3-c3,2025-07-03,10.5
b3-p3-c3,2025-07-17,11.9
b3-p3-c3,2025-07-31,21.9
b3-p3-c3,2025-08-14,7.7
b3-p3-c3,2025-08-28,13.8
b3-p3-c3,2025-09-10,20.7
b3-p3-c3,2025-09-23,21.7
b3-p3-c3,2025-10-07,19.1
b3-p3-c3,2025-10-21,13.4
b3-p3-c4,2024-09-19,16.9
b3-p3-c4,2024-10-17,22
b3-p3-c4,2024-11-12,21.8
b3-p3-c4,2024-11-13,19.6
b3-p3-c4,2025-01-30,22.3
b3-p3-c4,2025-03-04,19.4
b3-p3-c4,2025-04-02,12.3
b3-p3-c4,2025-04-11,7.9
b3-p3-c4,2025-04-28,13.9
b3-p3-c4,2025-05-12,10.2
b3-p3-c4,2025-05-26,13.5
b3-p3-c4,2025-06-06,4.3
b3-p3-c4,2025-06-20,1
b3-p3-c4,2025-07-02,1.2
b3-p3-c4,2025-07-03,3
b3-p3-c4,2025-07-17,6.8
b3-p3-c4,2025-07-31,16.9
b3-p3-c4,2025-08-14,1.2
b3-p3-c4,2025-08-28,10.2
b3-p3-c4,2025-09-10,12.7
b3-p3-c4,2025-09-23,16
b3-p3-c4,2025-10-07,10.4
b3-p3-c4,2025-10-21,2
b3-p4-c1,2024-09-19,13.4
b3-p4-c1,2024-10-17,19.5
b3-p4-c1,2024-11-12,18.5
b3-p4-c1,2024-11-13,19.5
b3-p4-c1,2025-01-30,20
b3-p4-c1,2025-03-04,17.4
b3-p4-c1,2025-04-02,11.6
b3-p4-c1,2025-04-11,6.4
b3-p4-c1,2025-04-28,12.2
b3-p4-c1,2025-05-12,8.7
b3-p4-c1,2025-05-26,21.2
b3-p4-c1,2025-06-06,13.6
b3-p4-c1,2025-06-20,4.5
b3-p4-c1,2025-07-02,1.4
b3-p4-c1,2025-07-03,3.8
b3-p4-c1,2025-07-17,8.2
b3-p4-c1,2025-07-31,17
b3-p4-c1,2025-08-14,2
b3-p4-c1,2025-08-28,12.5
b3-p4-c1,2025-09-10,14.8
b3-p4-c1,2025-09-23,20
b3-p4-c1,2025-10-07,15.5
b3-p4-c1,2025-10-21,6.8
b3-p4-c2,2024-09-19,17.9
b3-p4-c2,2024-10-17,21.8
b3-p4-c2,2024-11-12,21.3
b3-p4-c2,2024-11-13,22.2
b3-p4-c2,2025-01-30,20.7
b3-p4-c2,2025-03-04,18.7
b3-p4-c2,2025-04-02,12.9
b3-p4-c2,2025-04-11,8.9
b3-p4-c2,2025-04-28,12.1
b3-p4-c2,2025-05-12,12.9
