tree_id,stage,stage_label,stage_date_raw,stage_date,doy,stage_order_conflict_nulled,stage_date_source
191,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
191,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
191,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
192,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
192,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
192,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
192,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
193,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
193,2,Stage 2,NA,NA,NA,FALSE,missing_raw
193,3,Stage 3,2025-04-15,2025-04-15,105,FALSE,retained
193,4,Stage 4,2025-04-23,2025-04-23,113,FALSE,retained
194,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
194,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
194,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
194,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
195,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
195,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
195,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
195,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
196,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
196,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
196,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
196,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
197,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
197,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
197,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
197,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
198,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
198,2,Stage 2,NA,NA,NA,FALSE,missing_raw
198,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
198,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
199,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
199,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
199,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
199,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
2,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
2,2,Stage 2,NA,NA,NA,FALSE,missing_raw
2,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
2,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
20,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
20,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
20,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
20,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
200,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
200,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
200,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
200,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
201,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
201,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
201,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
201,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
202,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
202,2,Stage 2,NA,NA,NA,FALSE,missing_raw
202,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
202,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
203,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
203,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
203,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
203,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
204,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
204,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
204,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
204,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
205,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
205,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
205,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
205,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
206,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
206,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
206,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
206,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
207,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
207,2,Stage 2,NA,NA,NA,FALSE,missing_raw
207,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
207,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
208,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
208,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
208,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
208,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
209,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
209,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
209,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
209,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
21,1,Stage 1,2025-04-25,2025-04-25,115,FALSE,retained
21,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
21,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
21,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
210,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
210,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
210,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
210,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
211,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
211,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
211,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
211,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
212,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
212,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
212,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
212,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
213,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
213,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
213,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
213,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
214,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
214,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
214,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
214,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
215,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
215,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
215,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
215,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
216,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
216,2,Stage 2,NA,NA,NA,FALSE,missing_raw
216,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
216,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
217,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
217,2,Stage 2,NA,NA,NA,FALSE,missing_raw
217,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
217,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
218,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
218,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
218,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
218,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
219,1,Stage 1,2025-04-25,2025-04-25,115,FALSE,retained
219,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
219,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
219,4,Stage 4,2025-05-13,2025-05-13,133,FALSE,retained
22,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
22,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
22,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
22,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
220,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
220,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
220,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
220,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
221,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
221,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
221,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
221,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
222,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
222,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
222,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
222,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
223,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
223,2,Stage 2,2025-04-08,2025-04-08,98,FALSE,retained
223,3,Stage 3,2025-04-11,2025-04-11,101,FALSE,retained
223,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
224,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
224,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
224,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
224,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
225,1,Stage 1,2025-04-25,2025-04-25,115,FALSE,retained
225,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
225,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
225,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
226,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
226,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
226,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
226,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
227,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
227,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
227,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
227,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
228,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
228,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
228,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
228,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
229,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
229,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
229,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
229,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
23,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
23,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
23,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
23,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
230,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
230,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
230,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
230,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
231,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
231,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
231,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
231,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
232,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
232,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
232,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
232,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
233,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
233,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
233,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
233,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
234,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
234,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
234,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
234,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
235,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
235,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
235,3,Stage 3,NA,NA,NA,FALSE,missing_raw
235,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
236,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
236,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
236,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
236,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
237,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
237,2,Stage 2,NA,NA,NA,FALSE,missing_raw
237,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
237,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
238,1,Stage 1,2025-04-01,2025-04-01,91,FALSE,retained
238,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
238,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
238,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
239,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
239,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
239,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
239,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
24,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
24,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
24,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
24,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
240,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
240,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
240,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
240,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
241,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
241,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
241,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
241,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
242,1,Stage 1,2025-04-01,2025-04-01,91,FALSE,retained
242,2,Stage 2,2025-04-08,2025-04-08,98,FALSE,retained
242,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
242,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
243,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
243,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
243,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
243,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
244,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
244,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
244,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
244,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
245,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
245,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
245,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
245,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
246,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
246,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
246,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
246,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
247,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
247,2,Stage 2,2025-04-11,2025-04-11,101,FALSE,retained
247,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
247,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
248,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
248,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
248,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
248,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
249,1,Stage 1,2025-05-02,2025-05-02,122,FALSE,retained
249,2,Stage 2,2025-05-06,2025-05-06,126,FALSE,retained
249,3,Stage 3,2025-05-16,2025-05-16,136,FALSE,retained
249,4,Stage 4,2025-05-20,2025-05-20,140,FALSE,retained
25,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
25,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
25,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
25,4,Stage 4,2025-05-16,2025-05-16,136,FALSE,retained
250,1,Stage 1,2025-05-02,2025-05-02,122,FALSE,retained
250,2,Stage 2,2025-05-06,2025-05-06,126,FALSE,retained
250,3,Stage 3,2025-05-13,2025-05-13,133,FALSE,retained
250,4,Stage 4,2025-05-16,2025-05-16,136,FALSE,retained
251,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
251,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
251,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
251,4,Stage 4,2025-05-09,2025-05-09,129,FALSE,retained
252,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
252,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
252,3,Stage 3,NA,NA,NA,FALSE,missing_raw
252,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
253,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
253,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
253,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
253,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
254,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
254,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
254,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
254,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
255,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
255,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
255,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
255,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
256,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
256,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
256,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
256,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
257,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
257,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
257,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
257,4,Stage 4,2025-05-09,2025-05-09,129,FALSE,retained
258,1,Stage 1,2025-04-04,2025-04-04,94,FALSE,retained
258,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
258,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
258,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
259,1,Stage 1,2025-04-25,2025-04-25,115,FALSE,retained
259,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
259,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
259,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
26,1,Stage 1,2025-04-29,2025-04-29,119,FALSE,retained
26,2,Stage 2,2025-05-06,2025-05-06,126,FALSE,retained
26,3,Stage 3,2025-05-13,2025-05-13,133,FALSE,retained
26,4,Stage 4,2025-05-16,2025-05-16,136,FALSE,retained
260,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
260,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
260,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
260,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
261,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
261,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
261,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
261,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
262,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
262,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
262,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
262,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
263,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
263,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
263,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
263,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
264,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
264,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
264,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
264,4,Stage 4,2025-05-09,2025-05-09,129,FALSE,retained
265,1,Stage 1,2025-04-18,2025-04-18,108,FALSE,retained
265,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
265,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
265,4,Stage 4,2025-05-09,2025-05-09,129,FALSE,retained
266,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
266,2,Stage 2,2025-05-02,2025-05-02,122,FALSE,retained
266,3,Stage 3,2025-05-06,2025-05-06,126,FALSE,retained
266,4,Stage 4,2025-05-09,2025-05-09,129,FALSE,retained
267,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
267,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
267,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
267,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
268,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
268,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
268,3,Stage 3,2025-04-25,2025-04-25,115,FALSE,retained
268,4,Stage 4,2025-04-29,2025-04-29,119,FALSE,retained
269,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
269,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
269,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
269,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
27,1,Stage 1,2025-05-02,2025-05-02,122,FALSE,retained
27,2,Stage 2,2025-05-06,2025-05-06,126,FALSE,retained
27,3,Stage 3,2025-05-13,2025-05-13,133,FALSE,retained
27,4,Stage 4,2025-05-16,2025-05-16,136,FALSE,retained
270,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
270,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
270,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
270,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
271,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
271,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
271,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
271,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
272,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
272,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
272,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
272,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
273,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
273,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
273,3,Stage 3,NA,NA,NA,FALSE,missing_raw
273,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
275,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
275,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
275,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
275,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
277,1,Stage 1,2025-04-11,2025-04-11,101,FALSE,retained
277,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
277,3,Stage 3,2025-04-18,2025-04-18,108,FALSE,retained
277,4,Stage 4,2025-04-23,2025-04-23,113,FALSE,retained
278,1,Stage 1,2025-04-23,2025-04-23,113,FALSE,retained
278,2,Stage 2,2025-04-29,2025-04-29,119,FALSE,retained
278,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
278,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
279,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
279,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
279,3,Stage 3,2025-04-23,2025-04-23,113,FALSE,retained
279,4,Stage 4,2025-04-25,2025-04-25,115,FALSE,retained
28,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
28,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
28,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
28,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
280,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
280,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
280,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
280,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
281,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
281,2,Stage 2,2025-04-18,2025-04-18,108,FALSE,retained
281,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
281,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
282,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
282,2,Stage 2,2025-04-23,2025-04-23,113,FALSE,retained
282,3,Stage 3,NA,NA,NA,FALSE,missing_raw
282,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
283,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
283,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
283,3,Stage 3,NA,NA,NA,FALSE,missing_raw
283,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
284,1,Stage 1,2025-04-15,2025-04-15,105,FALSE,retained
284,2,Stage 2,2025-04-25,2025-04-25,115,FALSE,retained
284,3,Stage 3,2025-05-02,2025-05-02,122,FALSE,retained
284,4,Stage 4,2025-05-06,2025-05-06,126,FALSE,retained
285,1,Stage 1,2025-04-08,2025-04-08,98,FALSE,retained
285,2,Stage 2,2025-04-15,2025-04-15,105,FALSE,retained
285,3,Stage 3,2025-04-29,2025-04-29,119,FALSE,retained
285,4,Stage 4,2025-05-02,2025-05-02,122,FALSE,retained
