tree_id,date,diameter,height,phase,first_diameter,first_height,diameter_inc_t0,height_inc_t0,diameter_rel,height_rel,diameter_inc_t0_rel,height_inc_t0_rel,phase_diameter_baseline,phase_height_baseline,diameter_inc_phase_rel,height_inc_phase_rel,delta_t_years,diameter_inc_dt,height_inc_dt,diameter_agr,height_agr,diameter_rgr,height_rgr
1,2025-03-07,8.6,76.2,until June,8.6,76.2,0,0,1,1,0,0,8.6,76.2,0,0,NA,NA,NA,NA,NA,NA,NA
1,2025-05-08,8.69,77,until June,8.6,76.2,0.08999999999999986,0.7999999999999972,1.0104651162790697,1.010498687664042,0.010465116279069752,0.010498687664041956,8.6,76.2,0.010465116279069653,0.01049868766404205,0.1697467488021903,0.08999999999999986,0.7999999999999972,0.530201612903225,4.712903225806435,0.06133098920186562,0.06152671102557616
1,2025-06-11,10.209999999999999,78,until June,8.6,76.2,1.6099999999999994,1.7999999999999972,1.1872093023255814,1.0236220472440944,0.18720930232558133,0.02362204724409445,8.6,76.2,0.18720930232558142,0.023622047244094446,0.09308692676249145,1.5199999999999996,1,16.32882352941176,10.742647058823529,1.7316576935723385,0.1386167240092718
1,2025-07-09,10.38,77,July-August,8.6,76.2,1.7800000000000011,0.7999999999999972,1.2069767441860466,1.010498687664042,0.20697674418604664,0.010498687664041956,10.209999999999999,78,0.0166503428011755,-0.012820512820512775,0.07665982203969883,0.1700000000000017,-1,2.217589285714308,-13.044642857142858,0.21540939075774282,-0.16832030772554432
1,2025-08-05,10.6,77.5,July-August,8.6,76.2,2,1.2999999999999972,1.2325581395348837,1.0170603674540681,0.23255813953488372,0.017060367454068203,10.209999999999999,78,0.038197845249755114,-0.0064102564102563875,0.07392197125256673,0.21999999999999886,0.5,2.976111111111096,6.763888888888889,0.28371975239433,0.08755873789543342
1,2025-08-29,10.76,NA,July-August,8.6,76.2,2.16,NA,1.2511627906976746,NA,0.25116279069767444,NA,10.209999999999999,78,0.0538687561214497,NA,0.06570841889117043,0.16000000000000014,NA,2.4350000000000023,NA,0.2280005190876718,NA
1,2025-09-01,NA,77,September+,8.6,76.2,NA,0.7999999999999972,NA,1.010498687664042,NA,0.010498687664041956,10.76,77.5,NA,-0.006451612903225823,0.008213552361396304,NA,NA,NA,NA,NA,NA
1,2025-09-29,10.370000000000001,77,September+,8.6,76.2,1.7700000000000014,0.7999999999999972,1.2058139534883723,1.010498687664042,0.20581395348837225,0.010498687664041956,10.76,77.5,-0.036245353159851224,-0.006451612903225823,0.07665982203969883,NA,0,NA,0,NA,0
1,2025-11-05,10.54,78,September+,8.6,76.2,1.9399999999999995,1.7999999999999972,1.2255813953488373,1.0236220472440944,0.22558139534883717,0.02362204724409445,10.76,77.5,-0.020446096654275103,0.006451612903225712,0.10130047912388775,0.16999999999999815,1,1.6781756756756574,9.871621621621621,0.16051770941669183,0.12737753017068218
1,2025-12-02,10.54,78,September+,8.6,76.2,1.9399999999999995,1.7999999999999972,1.2255813953488373,1.0236220472440944,0.22558139534883717,0.02362204724409445,10.76,77.5,-0.020446096654275103,0.006451612903225712,0.07392197125256673,0,0,0,0,0,0
2,2025-03-07,10.1,73,until June,10.1,73,0,0,1,1,0,0,10.1,73,0,0,NA,NA,NA,NA,NA,NA,NA
2,2025-05-08,10.1,84.5,until June,10.1,73,0,11.5,1,1.1575342465753424,0,0.15753424657534246,10.1,73,0,0.15753424657534243,0.1697467488021903,0,11.5,0,67.74798387096774,0,0.8618255975271408
2,2025-06-11,11.629999999999999,91.5,until June,10.1,73,1.5299999999999994,18.5,1.1514851485148514,1.2534246575342465,0.15148514851485143,0.2534246575342466,10.1,73,0.1514851485148514,0.2534246575342465,0.09308692676249145,1.5299999999999994,7,16.436249999999994,75.19852941176471,1.5152776827969703,0.8549797558728401
2,2025-07-09,11.98,92,July-August,10.1,73,1.8800000000000008,19,1.1861386138613863,1.2602739726027397,0.18613861386138622,0.2602739726027397,11.629999999999999,91.5,0.03009458297506451,0.005464480874316946,0.07665982203969883,0.3500000000000014,0.5,4.565625000000019,6.522321428571429,0.3867818287052038,0.07108814790546203
2,2025-08-05,12.02,92,July-August,10.1,73,1.92,19,1.19009900990099,1.2602739726027397,0.1900990099009901,0.2602739726027397,11.629999999999999,91.5,0.03353396388650043,0.005464480874316946,0.07392197125256673,0.03999999999999915,0,0.5411111111110996,0,0.04509263434506372,0
2,2025-08-29,11.450000000000001,NA,July-August,10.1,73,1.3500000000000014,NA,1.1336633663366338,NA,0.1336633663366338,NA,11.629999999999999,91.5,-0.015477214101461523,NA,0.06570841889117043,-0.5699999999999985,NA,-8.674687499999976,NA,-0.7393603426568094,NA
2,2025-09-01,NA,92,September+,10.1,73,NA,19,NA,1.2602739726027397,NA,0.2602739726027397,11.450000000000001,92,NA,0,0.008213552361396304,NA,NA,NA,NA,NA,NA
2,2025-09-29,12.11,92,September+,10.1,73,2.01,19,1.199009900990099,1.2602739726027397,0.199009900990099,0.2602739726027397,11.450000000000001,92,0.05764192139737978,0,0.07665982203969883,NA,0,NA,0,NA,0
2,2025-11-05,12.139999999999999,93,September+,10.1,73,2.039999999999999,20,1.201980198019802,1.273972602739726,0.2019801980198019,0.273972602739726,11.450000000000001,92,0.060262008733624306,0.010869565217391353,0.10130047912388775,0.02999999999999936,1,0.2961486486486423,9.871621621621621,0.024424643276613617,0.10672127316391415
2,2025-12-02,12.139999999999999,93,September+,10.1,73,2.039999999999999,20,1.201980198019802,1.273972602739726,0.2019801980198019,0.273972602739726,11.450000000000001,92,0.060262008733624306,0.010869565217391353,0.07392197125256673,0,0,0,0,0,0
3,2025-03-07,10.7,90.2,until June,10.7,90.2,0,0,1,1,0,0,10.7,90.2,0,0,NA,NA,NA,NA,NA,NA,NA
3,2025-05-08,10.92,101,until June,10.7,90.2,0.22000000000000064,10.799999999999997,1.0205607476635514,1.1197339246119733,0.020560747663551465,0.11973392461197335,10.7,90.2,0.020560747663551426,0.1197339246119733,0.1697467488021903,0.22000000000000064,10.799999999999997,1.2960483870967778,63.624193548387076,0.11989760624290824,0.6662342022495474
3,2025-06-11,12.68,101,until June,10.7,90.2,1.9800000000000004,10.799999999999997,1.1850467289719626,1.1197339246119733,0.18504672897196267,0.11973392461197335,10.7,90.2,0.18504672897196262,0.1197339246119733,0.09308692676249145,1.7599999999999998,0,18.907058823529407,0,1.60527352109912,0
3,2025-07-09,13.19,100.5,July-August,10.7,90.2,2.49,10.299999999999997,1.232710280373832,1.1141906873614191,0.23271028037383182,0.11419068736141903,12.68,101,0.04022082018927442,-0.004950495049504955,0.07665982203969883,0.5099999999999998,-0.5,6.652767857142855,-6.522321428571429,0.5143896329386564,-0.0647378145433123
3,2025-08-05,13.28,100.5,July-August,10.7,90.2,2.58,10.299999999999997,1.2411214953271028,1.1141906873614191,0.24112149532710284,0.11419068736141903,12.68,101,0.04731861198738163,-0.004950495049504955,0.07392197125256673,0.08999999999999986,0,1.217499999999998,0,0.09199128762178867,0
3,2025-08-29,13.43,NA,July-August,10.7,90.2,2.7300000000000004,NA,1.2551401869158878,NA,0.2551401869158879,NA,12.68,101,0.059148264984227206,NA,0.06570841889117043,0.15000000000000036,NA,2.2828125000000052,NA,0.17093496809688083,NA
3,2025-09-01,NA,100.5,September+,10.7,90.2,NA,10.299999999999997,NA,1.1141906873614191,NA,0.11419068736141903,13.43,100.5,NA,0,0.008213552361396304,NA,NA,NA,NA,NA,NA
3,2025-09-29,13.57,101,September+,10.7,90.2,2.870000000000001,10.799999999999997,1.2682242990654207,1.1197339246119733,0.26822429906542067,0.11973392461197335,13.43,100.5,0.01042442293373047,0.004975124378109541,0.07665982203969883,NA,0.5,NA,6.522321428571429,NA,0.0647378145433123
3,2025-11-05,13.81,101,September+,10.7,90.2,3.110000000000001,10.799999999999997,1.2906542056074768,1.1197339246119733,0.2906542056074768,0.11973392461197335,13.43,100.5,0.028294862248696928,0.004975124378109541,0.10130047912388775,0.2400000000000002,0,2.3691891891891914,0,0.17306427102859534,0
3,2025-12-02,13.81,101,September+,10.7,90.2,3.110000000000001,10.799999999999997,1.2906542056074768,1.1197339246119733,0.2906542056074768,0.11973392461197335,13.43,100.5,0.028294862248696928,0.004975124378109541,0.07392197125256673,0,0,0,0,0,0
4,2025-03-07,8.9,77.5,until June,8.9,77.5,0,0,1,1,0,0,8.9,77.5,0,0,NA,NA,NA,NA,NA,NA,NA
4,2025-05-08,8.98,92,until June,8.9,77.5,0.08000000000000007,14.5,1.0089887640449438,1.1870967741935483,0.008988764044943828,0.1870967741935484,8.9,77.5,0.008988764044943753,0.1870967741935483,0.1697467488021903,0.08000000000000007,14.5,0.47129032258064557,85.42137096774194,0.05271739010708222,1.0103913147085033
4,2025-06-11,11.89,92.5,until June,8.9,77.5,2.99,15,1.3359550561797753,1.1935483870967742,0.3359550561797753,0.1935483870967742,8.9,77.5,0.3359550561797753,0.19354838709677424,0.09308692676249145,2.91,0.5,31.26110294117647,5.3713235294117645,3.015437700556754,0.058225871858124306
4,2025-07-09,11.56,91.5,July-August,8.9,77.5,2.66,14,1.2988764044943821,1.1806451612903226,0.298876404494382,0.18064516129032257,11.89,92.5,-0.027754415475189198,-0.010810810810810811,0.07665982203969883,-0.33000000000000007,-1,-4.304732142857144,-13.044642857142858,-0.3671655726500764,-0.14179099230461298
4,2025-08-05,11.49,93,July-August,8.9,77.5,2.59,15.5,1.291011235955056,1.2,0.2910112359550561,0.2,11.89,92.5,-0.033641715727502186,0.00540540540540535,0.07392197125256673,-0.07000000000000028,1.5,-0.9469444444444483,20.291666666666668,-0.08216462954992049,0.21996871290436149
4,2025-08-29,12.62,NA,July-August,8.9,77.5,3.719999999999999,NA,1.4179775280898874,NA,0.4179775280898875,NA,11.89,92.5,0.06139613120269116,NA,0.06570841889117043,1.129999999999999,NA,17.197187499999984,NA,1.427606489935007,NA
4,2025-09-01,NA,91,September+,8.9,77.5,NA,13.5,NA,1.1741935483870967,NA,0.17419354838709677,12.62,93,NA,-0.021505376344086002,0.008213552361396304,NA,NA,NA,NA,NA,NA
4,2025-09-29,12.42,92,September+,8.9,77.5,3.5199999999999996,14.5,1.395505617977528,1.1870967741935483,0.39550561797752803,0.1870967741935484,12.62,93,-0.015847860538827252,-0.010752688172043001,0.07665982203969883,NA,1,NA,13.044642857142858,NA,0.1425658218529522
4,2025-11-05,13.739999999999998,91.5,September+,8.9,77.5,4.839999999999998,14,1.5438202247191009,1.1806451612903226,0.5438202247191009,0.18064516129032257,12.62,93,0.08874801901743257,-0.016129032258064502,0.10130047912388775,1.3199999999999985,-0.5,13.030540540540526,-4.9358108108108105,0.9970654745408072,-0.053796436252782076
4,2025-12-02,13.739999999999998,91.5,September+,8.9,77.5,4.839999999999998,14,1.5438202247191009,1.1806451612903226,0.5438202247191009,0.18064516129032257,12.62,93,0.08874801901743257,-0.016129032258064502,0.07392197125256673,0,0,0,0,0,0
5,2025-03-07,10.4,89.6,until June,10.4,89.6,0,0,1,1,0,0,10.4,89.6,0,0,NA,NA,NA,NA,NA,NA,NA
5,2025-05-08,10.61,91,until June,10.4,89.6,0.20999999999999908,1.4000000000000057,1.0201923076923076,1.015625,0.020192307692307603,0.015625000000000066,10.4,89.6,0.02019230769230762,0.015625,0.1697467488021903,0.20999999999999908,1.4000000000000057,1.2371370967741881,8.247580645161323,0.11777042340799478,0.09133716342356979
5,2025-06-11,11.97,91,until June,10.4,89.6,1.5700000000000003,1.4000000000000057,1.1509615384615386,1.015625,0.15096153846153848,0.015625000000000066,10.4,89.6,0.1509615384615386,0.015625,0.09308692676249145,1.3600000000000012,0,14.610000000000014,0,1.2956337816556618,0
5,2025-07-09,12.48,89,July-August,10.4,89.6,2.08,-0.5999999999999943,1.2,0.9933035714285715,0.2,-0.006696428571428509,11.97,91,0.04260651629072676,-0.02197802197802201,0.07665982203969883,0.5099999999999998,-2,6.652767857142855,-26.089285714285715,0.5442726354072747,-0.2898928825219774
5,2025-08-05,12.33,90,July-August,10.4,89.6,1.9299999999999997,0.4000000000000057,1.185576923076923,1.0044642857142858,0.18557692307692306,0.004464285714285778,11.97,91,0.03007518796992481,-0.01098901098901095,0.07392197125256673,-0.15000000000000036,1,-2.0291666666666717,13.527777777777779,-0.16357850798802642,0.15114992753575165
5,2025-08-29,12.44,NA,July-August,10.4,89.6,2.039999999999999,NA,1.1961538461538461,NA,0.19615384615384607,NA,11.97,91,0.03926482873851289,NA,0.06570841889117043,0.10999999999999943,NA,1.6740624999999913,NA,0.1351694392386912,NA
5,2025-09-01,NA,89,September+,10.4,89.6,NA,-0.5999999999999943,NA,0.9933035714285715,NA,-0.006696428571428509,12.44,90,NA,-0.011111111111111072,0.008213552361396304,NA,NA,NA,NA,NA,NA
5,2025-09-29,12.66,89,September+,10.4,89.6,2.26,-0.5999999999999943,1.2173076923076922,0.9933035714285715,0.21730769230769229,-0.006696428571428509,12.44,90,0.01768488745980723,-0.011111111111111072,0.07665982203969883,NA,0,NA,0,NA,0
5,2025-11-05,12.88,89,September+,10.4,89.6,2.4800000000000004,-0.5999999999999943,1.2384615384615385,0.9933035714285715,0.2384615384615385,-0.006696428571428509,12.44,90,0.03536977491961424,-0.011111111111111072,0.10130047912388775,0.22000000000000064,0,2.1717567567567633,0,0.17007129787715536,0
5,2025-12-02,12.88,89,September+,10.4,89.6,2.4800000000000004,-0.5999999999999943,1.2384615384615385,0.9933035714285715,0.2384615384615385,-0.006696428571428509,12.44,90,0.03536977491961424,-0.011111111111111072,0.07392197125256673,0,0,0,0,0,0
6,2025-03-07,8.3,81,until June,8.3,81,0,0,1,1,0,0,8.3,81,0,0,NA,NA,NA,NA,NA,NA,NA
6,2025-05-08,8.52,79.5,until June,8.3,81,0.21999999999999886,-1.5,1.0265060240963855,0.9814814814814815,0.026506024096385403,-0.018518518518518517,8.3,81,0.026506024096385472,-0.01851851851851849,0.1697467488021903,0.21999999999999886,-1.5,1.2960483870967674,-8.836693548387096,0.1541168017842739,-0.11011776746272392
6,2025-06-11,9.75,97,until June,8.3,81,1.4499999999999993,16,1.1746987951807228,1.1975308641975309,0.1746987951807228,0.19753086419753085,8.3,81,0.17469879518072284,0.19753086419753085,0.09308692676249145,1.2300000000000004,17.5,13.213455882352946,187.99632352941177,1.4486560987516508,2.137292139321796
6,2025-07-09,10.229999999999999,96,July-August,8.3,81,1.929999999999998,15,1.2325301204819274,1.1851851851851851,0.23253012048192745,0.18518518518518517,9.75,97,0.04923076923076919,-0.010309278350515427,0.07665982203969883,0.47999999999999865,-1,6.261428571428555,-13.044642857142858,0.6268902493524233,-0.13517885588333708
6,2025-08-05,10.27,96.5,July-August,8.3,81,1.9699999999999989,15.5,1.2373493975903613,1.191358024691358,0.23734939759036128,0.19135802469135801,9.75,97,0.05333333333333323,-0.005154639175257714,0.07392197125256673,0.040000000000000924,0.5,0.5411111111111236,6.763888888888889,0.05279139491015986,0.07027432830971383
6,2025-08-29,10.27,NA,July-August,8.3,81,1.9699999999999989,NA,1.2373493975903613,NA,0.23734939759036128,NA,9.75,97,0.05333333333333323,NA,0.06570841889117043,0,NA,0,NA,0,NA
6,2025-09-01,NA,97,September+,8.3,81,NA,16,NA,1.1975308641975309,NA,0.19753086419753085,10.27,96.5,NA,0.005181347150259086,0.008213552361396304,NA,NA,NA,NA,NA,NA
6,2025-09-29,10.82,97,September+,8.3,81,2.5199999999999996,16,1.3036144578313251,1.1975308641975309,0.30361445783132524,0.19753086419753085,10.27,96.5,0.05355404089581306,0.005181347150259086,0.07665982203969883,NA,0,NA,0,NA,0
6,2025-11-05,10.950000000000001,98,September+,8.3,81,2.6500000000000004,17,1.319277108433735,1.2098765432098766,0.31927710843373497,0.20987654320987653,10.27,96.5,0.0662122687439144,0.015544041450777257,0.10130047912388775,0.13000000000000078,1,1.2833108108108187,9.871621621621621,0.11789858199553346,0.10124828881259351
6,2025-12-02,10.950000000000001,98,September+,8.3,81,2.6500000000000004,17,1.319277108433735,1.2098765432098766,0.31927710843373497,0.20987654320987653,10.27,96.5,0.0662122687439144,0.015544041450777257,0.07392197125256673,0,0,0,0,0,0
7,2025-03-07,9.3,81.2,until June,9.3,81.2,0,0,1,1,0,0,9.3,81.2,0,0,NA,NA,NA,NA,NA,NA,NA
7,2025-05-08,10.17,100,until June,9.3,81.2,0.8699999999999992,18.799999999999997,1.0935483870967742,1.2315270935960592,0.0935483870967741,0.23152709359605908,9.3,81.2,0.09354838709677415,0.23152709359605916,0.1697467488021903,0.8699999999999992,18.799999999999997,5.125282258064511,110.7532258064516,0.5268307672005573,1.2268567161963375
7,2025-06-11,10.58,101,until June,9.3,81.2,1.2799999999999994,19.799999999999997,1.1376344086021504,1.2438423645320196,0.13763440860215045,0.24384236453201966,9.3,81.2,0.13763440860215037,0.24384236453201957,0.09308692676249145,0.41000000000000014,1,4.404485294117649,10.742647058823529,0.4245839640890405,0.10689289247410491
7,2025-07-09,11.139999999999999,98.5,July-August,9.3,81.2,1.839999999999998,17.299999999999997,1.197849462365591,1.213054187192118,0.19784946236559117,0.2130541871921182,10.58,101,0.052930056710774886,-0.024752475247524774,0.07665982203969883,0.5599999999999987,-2.5,7.304999999999984,-32.611607142857146,0.6728010409713062,-0.32695051979428064
7,2025-08-05,10.32,99,July-August,9.3,81.2,1.0199999999999996,17.799999999999997,1.1096774193548387,1.2192118226600985,0.10967741935483866,0.21921182266009848,10.58,101,-0.02457466918714557,-0.01980198019801982,0.07392197125256673,-0.8199999999999985,0.5,-11.092777777777759,6.763888888888889,-1.0343132515296156,0.06849522368995113
7,2025-08-29,10.68,NA,July-August,9.3,81.2,1.379999999999999,NA,1.1483870967741934,NA,0.14838709677419343,NA,10.58,101,0.009451795841209698,NA,0.06570841889117043,0.35999999999999943,NA,5.478749999999991,NA,0.5218368370029286,NA
7,2025-09-01,NA,99,September+,9.3,81.2,NA,17.799999999999997,NA,1.2192118226600985,NA,0.21921182266009848,10.68,99,NA,0,0.008213552361396304,NA,NA,NA,NA,NA,NA
7,2025-09-29,11.229999999999999,99,September+,9.3,81.2,1.929999999999998,17.799999999999997,1.2075268817204299,1.2192118226600985,0.20752688172042988,0.21921182266009848,10.68,99,0.05149812734082393,0,0.07665982203969883,NA,0,NA,0,NA,0
7,2025-11-05,11.41,99,September+,9.3,81.2,2.1099999999999994,17.799999999999997,1.2268817204301075,1.2192118226600985,0.22688172043010746,0.21921182266009848,10.68,99,0.06835205992509374,0,0.10130047912388775,0.1800000000000015,0,1.7768918918919065,0,0.15697255591640283,0
7,2025-12-02,11.41,99,September+,9.3,81.2,2.1099999999999994,17.799999999999997,1.2268817204301075,1.2192118226600985,0.22688172043010746,0.21921182266009848,10.68,99,0.06835205992509374,0,0.07392197125256673,0,0,0,0,0,0
8,2025-03-07,9.9,80.6,until June,9.9,80.6,0,0,1,1,0,0,9.9,80.6,0,0,NA,NA,NA,NA,NA,NA,NA
8,2025-05-08,9.94,81,until June,9.9,80.6,0.03999999999999915,0.4000000000000057,1.0040404040404038,1.0049627791563276,0.0040404040404039545,0.0049627791563276145,9.9,80.6,0.004040404040403844,0.00496277915632759,0.1697467488021903,0.03999999999999915,0.4000000000000057,0.23564516129031754,2.356451612903259,0.0237545847351519,0.02916406467157208
8,2025-06-11,10.43,81.5,until June,9.9,80.6,0.5299999999999994,0.9000000000000057,1.0535353535353535,1.0111662531017371,0.05353535353535347,0.011166253101737043,9.9,80.6,0.05353535353535355,0.011166253101737134,0.09308692676249145,0.4900000000000002,0.5,5.263897058823532,5.3713235294117645,0.5169281016976013,0.06610880591298508
8,2025-07-09,11.02,80,July-August,9.9,80.6,1.1199999999999992,-0.5999999999999943,1.113131313131313,0.9925558312655087,0.11313131313131305,-0.007444168734491245,10.43,81.5,0.056567593480345124,-0.018404907975460127,0.07665982203969883,0.5899999999999999,-1.5,7.696339285714284,-19.56696428571429,0.7177884483424999,-0.24232231537552767
8,2025-08-05,11.209999999999999,81,July-August,9.9,80.6,1.3099999999999987,0.4000000000000057,1.1323232323232322,1.0049627791563276,0.13232323232323218,0.0049627791563276145,10.43,81.5,0.07478427612655802,-0.006134969325153339,0.07392197125256673,0.1899999999999995,1,2.570277777777771,13.527777777777779,0.23124969572164392,0.16804908998049192
8,2025-08-29,11.27,NA,July-August,9.9,80.6,1.3699999999999992,NA,1.1383838383838383,NA,0.1383838383838383,NA,10.43,81.5,0.08053691275167774,NA,0.06570841889117043,0.0600000000000005,NA,0.9131250000000075,NA,0.08123907191340861,NA
8,2025-09-01,NA,82,September+,9.9,80.6,NA,1.4000000000000057,NA,1.0173697270471465,NA,0.017369727047146472,11.27,81,NA,0.012345679012345734,0.008213552361396304,NA,NA,NA,NA,NA,NA
8,2025-09-29,11.18,81,September+,9.9,80.6,1.2799999999999994,0.4000000000000057,1.1292929292929292,1.0049627791563276,0.12929292929292924,0.0049627791563276145,11.27,81,-0.007985803016858917,0,0.07665982203969883,NA,-1,NA,-13.044642857142858,NA,-0.16005897568429084
8,2025-11-05,11.229999999999999,81,September+,9.9,80.6,1.3299999999999983,0.4000000000000057,1.1343434343434342,1.0049627791563276,0.13434343434343415,0.0049627791563276145,11.27,81,-0.003549245785270716,0,0.10130047912388775,0.049999999999998934,0,0.49358108108107057,0,0.044050147264763896,0
8,2025-12-02,11.229999999999999,81,September+,9.9,80.6,1.3299999999999983,0.4000000000000057,1.1343434343434342,1.0049627791563276,0.13434343434343415,0.0049627791563276145,11.27,81,-0.003549245785270716,0,0.07392197125256673,0,0,0,0,0,0
9,2025-03-07,10.2,81,until June,10.2,81,0,0,1,1,0,0,10.2,81,0,0,NA,NA,NA,NA,NA,NA,NA
9,2025-05-08,10.2,96,until June,10.2,81,0,15,1,1.1851851851851851,0,0.18518518518518517,10.2,81,0,0.18518518518518512,0.1697467488021903,0,15,0,88.36693548387096,0,1.0008971482180442
9,2025-06-11,11.729999999999999,96.5,until June,10.2,81,1.5299999999999994,15.5,1.15,1.191358024691358,0.14999999999999994,0.19135802469135801,10.2,81,0.1499999999999999,0.191358024691358,0.09308692676249145,1.5299999999999994,0.5,16.436249999999994,5.3713235294117645,1.5014132191919636,0.05580608424594922
9,2025-07-09,12.34,98.5,July-August,10.2,81,2.1400000000000006,17.5,1.2098039215686276,1.2160493827160495,0.2098039215686275,0.21604938271604937,11.729999999999999,96.5,0.052003410059676236,0.020725388601036343,0.07665982203969883,0.6100000000000012,2,7.957232142857159,26.089285714285715,0.6613158557243212,0.2675918008586011
9,2025-08-05,13,99,July-August,10.2,81,2.8000000000000007,18,1.2745098039215688,1.2222222222222223,0.2745098039215687,0.2222222222222222,11.729999999999999,96.5,0.10826939471440755,0.02590673575129543,0.07392197125256673,0.6600000000000001,0.5,8.928333333333335,6.763888888888889,0.7048423912597697,0.06849522368995113
9,2025-08-29,12.91,NA,July-August,10.2,81,2.710000000000001,NA,1.265686274509804,NA,0.26568627450980403,NA,11.729999999999999,96.5,0.10059676044330779,NA,0.06570841889117043,-0.08999999999999986,NA,-1.3696874999999977,NA,-0.10572697867668737,NA
9,2025-09-01,NA,99,September+,10.2,81,NA,18,NA,1.2222222222222223,NA,0.2222222222222222,12.91,99,NA,0,0.008213552361396304,NA,NA,NA,NA,NA,NA
9,2025-09-29,12.82,99,September+,10.2,81,2.620000000000001,18,1.2568627450980394,1.2222222222222223,0.25686274509803936,0.2222222222222222,12.91,99,-0.006971340046475594,0,0.07665982203969883,NA,0,NA,0,NA,0
9,2025-11-05,12.9,99,September+,10.2,81,2.700000000000001,18,1.2647058823529413,1.2222222222222223,0.2647058823529413,0.2222222222222222,12.91,99,-7.745933384972759e-4,0,0.10130047912388775,0.08000000000000007,0,0.7897297297297304,0,0.061409974848140904,0
9,2025-12-02,12.9,99,September+,10.2,81,2.700000000000001,18,1.2647058823529413,1.2222222222222223,0.2647058823529413,0.2222222222222222,12.91,99,-7.745933384972759e-4,0,0.07392197125256673,0,0,0,0,0,0
10,2025-03-07,8,56.5,until June,8,56.5,0,0,1,1,0,0,8,56.5,0,0,NA,NA,NA,NA,NA,NA,NA
10,2025-05-08,8.15,68,until June,8,56.5,0.15000000000000036,11.5,1.01875,1.2035398230088497,0.018750000000000044,0.20353982300884957,8,56.5,0.018750000000000044,0.20353982300884965,0.1697467488021903,0.15000000000000036,11.5,0.8836693548387117,67.74798387096774,0.10943588436314151,1.0914321972646877
10,2025-06-11,8.43,76,until June,8,56.5,0.4299999999999997,19.5,1.05375,1.345132743362832,0.053749999999999964,0.34513274336283184,8,56.5,0.053749999999999964,0.34513274336283195,0.09308692676249145,0.27999999999999936,8,3.0079411764705815,85.94117647058823,0.3628742073221335,1.194857741882628
10,2025-07-09,9.89,81,July-August,8,56.5,1.8900000000000006,24.5,1.23625,1.4336283185840708,0.23625000000000007,0.4336283185840708,8.43,76,0.17319098457888504,0.06578947368421062,0.07665982203969883,1.4600000000000009,5,19.045178571428583,65.22321428571429,2.0835865433934964,0.8311500430187848
10,2025-08-05,10.58,82,July-August,8,56.5,2.58,25.5,1.3225,1.4513274336283186,0.3225,0.45132743362831856,8.43,76,0.25504151838671407,0.07894736842105265,0.07392197125256673,0.6899999999999995,1,9.33416666666666,13.527777777777779,0.9123306596506783,0.16598708589482014
10,2025-08-29,11.48,NA,July-August,8,56.5,3.4800000000000004,NA,1.435,NA,0.43500000000000005,NA,8.43,76,0.3618030842230131,NA,0.06570841889117043,0.9000000000000004,NA,13.696875000000006,NA,1.2424734278949072,NA
10,2025-09-01,NA,87,September+,8,56.5,NA,30.5,NA,1.5398230088495575,NA,0.5398230088495575,11.48,82,NA,0.060975609756097615,0.008213552361396304,NA,NA,NA,NA,NA,NA
10,2025-09-29,12.18,87,September+,8,56.5,4.18,30.5,1.5225,1.5398230088495575,0.5225,0.5398230088495575,11.48,82,0.06097560975609739,0.060975609756097615,0.07665982203969883,NA,0,NA,0,NA,0
10,2025-11-05,12.3,87,September+,8,56.5,4.300000000000001,30.5,1.5375,1.5398230088495575,0.5375000000000001,0.5398230088495575,11.48,82,0.0714285714285714,0.060975609756097615,0.10130047912388775,0.120000000000001,0,1.1845945945946044,0,0.0967813793321873,0
10,2025-12-02,12.6,87,September+,8,56.5,4.6,30.5,1.575,1.5398230088495575,0.575,0.5398230088495575,11.48,82,0.09756097560975596,0.060975609756097615,0.07392197125256673,0.29999999999999893,0,4.058333333333319,0,0.3259863227500619,0
11,2025-03-07,5.3,57,until June,5.3,57,0,0,1,1,0,0,5.3,57,0,0,NA,NA,NA,NA,NA,NA,NA
11,2025-05-08,6.33,61,until June,5.3,57,1.0300000000000002,4,1.1943396226415095,1.0701754385964912,0.19433962264150947,0.07017543859649122,5.3,57,0.1943396226415095,0.07017543859649122,0.1697467488021903,1.0300000000000002,4,6.067862903225808,23.564516129032256,1.0462257265673016,0.39955166633439493
11,2025-06-11,6.99,73,until June,5.3,57,1.6900000000000004,16,1.318867924528302,1.280701754385965,0.318867924528302,0.2807017543859649,5.3,57,0.3188679245283019,0.2807017543859649,0.09308692676249145,0.6600000000000001,12,7.090147058823531,128.91176470588235,1.0654591739040848,1.9292244702984653
11,2025-07-09,7.51,80,July-August,5.3,57,2.21,23,1.4169811320754717,1.4035087719298245,0.4169811320754717,0.40350877192982454,6.99,73,0.07439198855507856,0.09589041095890405,0.07665982203969883,0.5199999999999996,7,6.783214285714281,91.31250000000001,0.9360171680696793,1.1944613369709043
11,2025-08-05,8.43,81,July-August,5.3,57,3.13,24,1.590566037735849,1.4210526315789473,0.590566037735849,0.42105263157894735,6.99,73,0.20600858369098707,0.1095890410958904,0.07392197125256673,0.9199999999999999,1,12.445555555555554,13.527777777777779,1.5632876704936085,0.16804908998049192
