tree_id,date,qy
181,2025-07-17,0.77
181,2025-07-31,0.72
181,2025-08-14,0.75
181,2025-08-29,0.71
181,2025-09-10,0.74
181,2025-09-25,0.7899999999999999
181,2025-10-07,0.73
181,2025-10-20,0.6
182,2025-06-18,0.72
182,2025-07-03,0.75
182,2025-07-17,0.74
182,2025-07-31,0.7899999999999999
182,2025-08-14,0.74
182,2025-08-29,0.7
182,2025-09-10,0.75
182,2025-09-25,0.75
182,2025-10-07,0.5700000000000001
182,2025-10-20,0.7
187,2025-06-18,0.69
187,2025-07-03,0.6
187,2025-07-17,0.77
187,2025-07-31,0.81
187,2025-08-14,0.7899999999999999
187,2025-08-29,0.77
187,2025-09-10,0.72
187,2025-09-25,0.7899999999999999
187,2025-10-07,0.71
187,2025-10-20,0.73
188,2025-06-18,0.5
188,2025-07-03,0.47000000000000003
188,2025-07-17,0.65
188,2025-07-31,0.76
188,2025-08-14,0.59
188,2025-08-29,0.75
188,2025-09-10,0.4
188,2025-09-25,0.74
188,2025-10-07,0.6699999999999999
188,2025-10-20,0.71
189,2025-06-18,0.6699999999999999
189,2025-07-03,0.59
189,2025-07-17,0.6599999999999999
189,2025-07-31,0.63
189,2025-08-14,0.63
189,2025-08-29,0.6799999999999999
189,2025-09-10,0.75
189,2025-09-25,0.7799999999999999
189,2025-10-07,0.58
189,2025-10-20,0.55
190,2025-06-18,0.6599999999999999
190,2025-07-03,0.6
190,2025-07-17,0.74
190,2025-07-31,0.7899999999999999
190,2025-08-14,0.62
190,2025-08-29,0.77
190,2025-09-10,0.77
190,2025-09-25,0.75
190,2025-10-07,0.56
190,2025-10-20,0.6599999999999999
195,2025-06-18,0.8
195,2025-07-03,0.75
195,2025-07-17,0.76
195,2025-07-31,0.7899999999999999
195,2025-08-14,0.71
195,2025-08-29,0
195,2025-09-10,0
195,2025-09-25,0
195,2025-10-07,0
195,2025-10-20,0
196,2025-06-18,0.8
196,2025-07-03,0.61
196,2025-07-17,0.8
196,2025-07-31,0.8200000000000001
196,2025-08-14,0.7799999999999999
196,2025-08-29,NA
196,2025-09-10,0
196,2025-09-25,0
196,2025-10-07,0
196,2025-10-20,0
197,2025-06-18,0.7899999999999999
197,2025-07-03,0.72
197,2025-07-17,0.6699999999999999
197,2025-07-31,0.73
197,2025-08-14,0.69
197,2025-08-29,NA
197,2025-09-10,0
197,2025-09-25,0
197,2025-10-07,0
197,2025-10-20,0
