tree_id,n_samples,weight_mm,weight_per_sample,area_mm2,weight_mg,sla_mm2_per_mg,comments
254,3,0.10523,0.035076666666666666,314.1592653589793,105.23,2.985453438743508,NA
256,3,0.11543,0.038476666666666666,314.1592653589793,115.43,2.7216431201505613,NA
259,3,0.10779,0.03593,314.1592653589793,107.78999999999999,2.9145492657851317,NA
260,3,0.09716,0.03238666666666667,314.1592653589793,97.16,3.233421833665905,NA
264,3,0.11243,0.037476666666666665,314.1592653589793,112.43,2.794265457253218,NA
265,3,0.0904,0.03013333333333333,314.1592653589793,90.39999999999999,3.47521311237809,NA
270,3,0.0876,0.0292,314.1592653589793,87.6,3.5862929835499924,NA
272,3,0.10059,0.03353,314.1592653589793,100.59,3.1231659743411804,NA
273,4,0.06319,0.0157975,314.1592653589793,63.19,4.971661107121053,NA
279,4,0.06707,0.0167675,314.1592653589793,67.07000000000001,4.684050475010873,NA
280,4,0.07151,0.0178775,314.1592653589793,71.51,4.393221442581168,NA
283,3,0.11799,0.03933,314.1592653589793,117.99,2.66259229899974,NA
286,3,0.11049,0.03683,314.1592653589793,110.49000000000001,2.843327589455872,NA
287,3,0.12139,0.04046333333333333,314.1592653589793,121.39,2.588016025693874,NA
289,3,0.08782,0.029273333333333332,314.1592653589793,87.82,3.5773088745044337,NA
291,3,0.09425,0.03141666666666667,314.1592653589793,94.25,3.333254804869807,NA
296,3,0.10045,0.03348333333333333,314.1592653589793,100.45,3.127518818904722,NA
297,4,0.05992,0.01498,314.1592653589793,59.92,5.242978393841444,NA
298,3,0.08478,0.028259999999999997,314.1592653589793,84.78,3.7055822759964534,NA
301,4,0.06004,0.01501,314.1592653589793,60.040000000000006,5.232499423034299,NA
302,3,0.07247,0.02415666666666667,314.1592653589793,72.47000000000001,4.335025049799631,NA
303,3,0.09825,0.03275,314.1592653589793,98.25,3.1975497746461,NA
304,4,0.05931,0.0148275,314.1592653589793,59.31,5.2969021304835495,NA
305,4,0.08395,0.0209875,314.1592653589793,83.95,3.74221876544347,NA
306,4,0.06609,0.0165225,314.1592653589793,66.08999999999999,4.753506814328634,NA
311,4,0.06524,0.01631,314.1592653589793,65.24000000000001,4.815439383184845,NA
313,3,0.09866,0.03288666666666667,314.1592653589793,98.66,3.184261761189736,NA
314,3,0.08669,0.028896666666666668,314.1592653589793,86.69,3.6239389244316453,NA
320,3,0.11339,0.037796666666666666,314.1592653589793,113.39,2.770608213766464,NA
321,4,0.06978,0.017445,314.1592653589793,69.78,4.50213908511005,NA
324,4,0.07148,0.01787,314.1592653589793,71.48,4.3950652680327265,NA
325,4,0.06097,0.0152425,314.1592653589793,60.970000000000006,5.152685998999169,NA
329,3,0.1227,0.0409,314.1592653589793,122.7,2.5603852107496277,NA
332,3,0.12609,0.042030000000000005,314.1592653589793,126.09,2.4915478258305916,NA
336,3,0.12318,0.04106,314.1592653589793,123.17999999999999,2.550408064287866,NA
337,4,0.06742,0.016855,314.1592653589793,67.41999999999999,4.659733986339059,NA
338,3,0.08505,0.02835,314.1592653589793,85.05,3.693818522739322,NA
339,3,0.10022,0.03340666666666667,314.1592653589793,100.22,3.134696321682093,NA
341,4,0.07574,0.018935,314.1592653589793,75.74,4.147864607327428,NA
342,3,0.11067,0.03689,314.1592653589793,110.67,2.8387030392968224,NA
344,4,0.09447,0.0236175,314.1592653589793,94.47,3.325492382332797,NA
346,4,0.06871,0.0171775,314.1592653589793,68.71,4.5722495322220835,NA
347,4,0.06024,0.01506,314.1592653589793,60.24,5.215127246995008,NA
352,4,0.07304,0.01826,314.1592653589793,73.03999999999999,4.301194761212751,NA
353,4,0.07188,0.01797,314.1592653589793,71.88,4.3706074757787885,NA
355,4,0.07349,0.0183725,314.1592653589793,73.49,4.274857332412292,NA
356,4,0.05262,0.013155,314.1592653589793,52.62,5.97033951651424,NA
361,4,0.06745,0.0168625,314.1592653589793,67.45,4.657661458250249,NA
362,3,0.08292,0.027639999999999998,314.1592653589793,82.91999999999999,3.7887031519413816,NA
363,3,0.08962,0.029873333333333335,314.1592653589793,89.62,3.50545933228051,NA
364,4,0.05514,0.013785,314.1592653589793,55.14,5.697483956455918,NA
367,3,0.11339,0.037796666666666666,314.1592653589793,113.39,2.770608213766464,NA
368,4,0.08094,0.020235,314.1592653589793,80.94,3.8813845485418748,NA
369,3,0.05559,0.01853,314.1592653589793,55.59,5.651362931444132,only 3 in bag
370,3,0.0862,0.028733333333333333,314.1592653589793,86.2,3.644539041287463,NA
371,3,0.07482,0.02494,314.1592653589793,74.82,4.198867486754603,NA
372,4,0.06103,0.0152575,314.1592653589793,61.03,5.147620274602316,NA
375,3,0.0957,0.0319,314.1592653589793,95.69999999999999,3.282750944189962,NA
376,4,0.06689,0.0167225,314.1592653589793,66.89,4.696655185513221,NA
378,3,0.10664,0.035546666666666664,314.1592653589793,106.64,2.9459796076423417,NA
379,3,0.09114,0.03038,314.1592653589793,91.14,3.44699654771757,NA
383,3,0.11994,0.03998,314.1592653589793,119.94000000000001,2.6193035297563725,NA
386,4,0.06672,0.01668,314.1592653589793,66.72,4.708622082718515,NA
389,4,0.06577,0.0164425,314.1592653589793,65.77,4.776634717332817,NA
392,4,0.06085,0.0152125,314.1592653589793,60.85,5.16284741756745,NA
394,3,0.09974,0.03324666666666667,314.1592653589793,99.74,3.149782087016035,NA
399,3,0.11091,0.036969999999999996,314.1592653589793,110.91,2.832560322414384,NA
400,3,0.10575,0.03525,314.1592653589793,105.75,2.9707731948839653,NA
401,4,0.06759,0.0168975,314.1592653589793,67.59,4.648013986669319,NA
402,3,0.08157,0.027190000000000002,314.1592653589793,81.57000000000001,3.8514069554858317,NA
405,4,0.06347,0.0158675,314.1592653589793,63.47,4.94972846004379,NA
406,3,0.09213,0.03071,314.1592653589793,92.13000000000001,3.409956207087586,NA
407,3,0.11358,0.03786,314.1592653589793,113.58,2.7659734579941833,NA
408,4,0.06599,0.0164975,314.1592653589793,65.99,4.760710188801021,NA
409,4,0.05353,0.0133825,314.1592653589793,53.53,5.868844860059394,NA
410,3,0.07996,0.026653333333333334,314.1592653589793,79.96000000000001,3.9289552946345583,NA
412,4,0.0533,0.013325,314.1592653589793,53.3,5.894170081781977,NA
414,3,0.07914,0.02638,314.1592653589793,79.14,3.9696647126482096,NA
415,3,0.09213,0.03071,314.1592653589793,92.13000000000001,3.409956207087586,NA
416,4,0.05393,0.0134825,314.1592653589793,53.93,5.825315508232511,NA
418,4,0.06644,0.01661,314.1592653589793,66.44,4.728465763982229,NA
419,4,0.05993,0.0149825,314.1592653589793,59.93,5.242103543450347,NA
424,4,0.06061,0.0151525,314.1592653589793,60.61,5.183290964510466,NA
425,4,0.06765,0.0169125,314.1592653589793,67.65,4.643891579585799,NA
427,3,0.07656,0.02552,314.1592653589793,76.56,4.103438680237452,NA
429,4,0.05267,0.0131675,314.1592653589793,52.67,5.964671831383697,NA
430,3,0.08226,0.02742,314.1592653589793,82.26,3.8191012078650535,NA
431,3,0.07707,0.02569,314.1592653589793,77.07,4.0762847458022495,NA
432,4,0.06296,0.01574,314.1592653589793,62.96,4.98982314737896,NA
433,4,0.06329,0.0158225,314.1592653589793,63.29,4.963805741175214,NA
435,3,0.07027,0.023423333333333334,314.1592653589793,70.27,4.470745202205483,NA
437,4,0.06331,0.0158275,314.1592653589793,63.31,4.962237645853409,NA
438,3,0.0837,0.027899999999999998,314.1592653589793,83.7,3.7533962408480206,NA
439,3,0.08655,0.02885,314.1592653589793,86.55,3.629800870698779,NA
440,4,0.07102,0.017755,314.1592653589793,71.02,4.423532319895513,NA
441,3,0.11337,0.03779,314.1592653589793,113.37,2.771096986495363,NA
446,3,0.09511,0.03170333333333333,314.1592653589793,95.11,3.3031149759118845,NA
448,3,0.11184,0.03728,314.1592653589793,111.83999999999999,2.809006306857827,NA
449,3,0.12006,0.04002,314.1592653589793,120.06,2.6166855352238825,NA
455,3,0.11959,0.039863333333333334,314.1592653589793,119.59,2.6269693566266352,NA
456,3,0.12178,0.040593333333333335,314.1592653589793,121.78,2.579727913934795,NA
458,4,0.07246,0.018115,314.1592653589793,72.46,4.335623314366262,NA
462,4,0.06423,0.0160575,314.1592653589793,64.22999999999999,4.891160911707604,NA
463,4,0.08517,0.0212925,314.1592653589793,85.17,3.688614128906649,NA
466,3,0.09236,0.030786666666666667,314.1592653589793,92.36,3.4014645448135483,NA
470,3,0.09108,0.030359999999999998,314.1592653589793,91.08,3.4492672964314814,NA
472,3,0.11704,0.03901333333333334,314.1592653589793,117.04,2.684204249478634,NA
473,4,0.06581,0.0164525,314.1592653589793,65.80999999999999,4.77373142925056,NA
476,4,0.05441,0.0136025,314.1592653589793,54.41,5.773925112276776,NA
479,4,0.05459,0.0136475,314.1592653589793,54.589999999999996,5.7548867074368815,NA
482,4,0.08989,0.0224725,314.1592653589793,89.89,3.4949300852039085,NA
483,4,0.08403,0.0210075,314.1592653589793,84.02999999999999,3.7386560199807137,NA
487,4,0.06708,0.01677,314.1592653589793,67.08,4.683352196764749,NA
489,3,0.10156,0.03385333333333333,314.1592653589793,101.56,3.0933366025893987,NA
491,3,0.10019,0.033396666666666665,314.1592653589793,100.19,3.135634947190132,NA
495,3,0.12423,0.041409999999999995,314.1592653589793,124.22999999999999,2.5288518502694948,NA
497,4,0.07642,0.019105,314.1592653589793,76.42,4.110956102577589,NA
498,3,0.10399,0.03466333333333333,314.1592653589793,103.99,3.0210526527452575,NA
499,3,0.0589,0.019633333333333332,314.1592653589793,58.9,5.333773605415608,NA
500,4,0.06535,0.0163375,314.1592653589793,65.35000000000001,4.8073338233967755,NA
502,3,0.11302,0.03767333333333333,314.1592653589793,113.02,2.779678511404878,NA
504,4,0.06356,0.01589,314.1592653589793,63.56,4.942719719304269,NA
505,3,0.0904,0.03013333333333333,314.1592653589793,90.39999999999999,3.47521311237809,NA
506,3,0.04305,0.01435,314.1592653589793,43.05,7.297543910777685,NA
508,3,0.06796,0.022653333333333334,314.1592653589793,67.96000000000001,4.622708436712467,NA
510,4,0.06407,0.0160175,314.1592653589793,64.07000000000001,4.903375454330877,NA
511,4,0.06708,0.01677,314.1592653589793,67.08,4.683352196764749,NA
512,3,0.07854,0.02618,314.1592653589793,78.53999999999999,3.9999906462818866,NA
513,3,0.09371,0.031236666666666666,314.1592653589793,93.71000000000001,3.3524625478495285,NA
514,3,0.10037,0.03345666666666667,314.1592653589793,100.37,3.1300116106304605,NA
519,3,0.10712,0.03570666666666667,314.1592653589793,107.12,2.9327788028284103,NA
521,4,0.05537,0.0138425,314.1592653589793,55.370000000000005,5.673817326331575,NA
527,4,0.06514,0.016285,314.1592653589793,65.14,4.822831829275089,NA
528,4,0.05756,0.01439,314.1592653589793,57.56,5.457944151476361,NA
529,4,0.05211,0.0130275,314.1592653589793,52.11,6.028771164056407,NA
530,4,0.0721,0.018025,314.1592653589793,72.1,4.3572713642022105,NA
536,4,0.06637,0.0165925,314.1592653589793,66.37,4.733452845547375,NA
537,3,0.07646,0.025486666666666668,314.1592653589793,76.46,4.108805458527065,NA
542,3,0.08089,0.026963333333333336,314.1592653589793,80.89,3.8837837230681087,NA
544,3,0.11081,0.036936666666666666,314.1592653589793,110.81,2.835116554092404,NA
545,4,0.0724,0.0181,314.1592653589793,72.4,4.339216372361593,NA
546,3,0.09411,0.03137,314.1592653589793,94.11,3.338213424279878,NA
547,3,0.10739,0.035796666666666664,314.1592653589793,107.39,2.9254052086691433,NA
548,4,0.06552,0.01638,314.1592653589793,65.52,4.794860582402005,NA
551,3,0.10241,0.03413666666666667,314.1592653589793,102.41,3.0676619994041534,NA
552,4,0.08425,0.0210625,314.1592653589793,84.25,3.7288933573766094,NA
553,4,0.06724,0.01681,314.1592653589793,67.24,4.672207991656445,NA
554,4,0.06393,0.0159825,314.1592653589793,63.93,4.9141133326916835,NA
559,4,0.0722,0.01805,314.1592653589793,72.2,4.351236362312733,NA
561,4,0.05499,0.0137475,314.1592653589793,54.989999999999995,5.713025374776857,NA
562,3,0.09303,0.03101,314.1592653589793,93.03,3.3769672724817728,NA
563,3,0.07039,0.023463333333333333,314.1592653589793,70.39,4.463123531168907,NA
565,4,0.06875,0.0171875,314.1592653589793,68.75,4.569589314312426,NA
567,3,0.09972,0.03324,314.1592653589793,99.72,3.1504138122641328,NA
568,4,0.07325,0.0183125,314.1592653589793,73.25,4.288863690907568,NA
570,3,0.10531,0.035103333333333334,314.1592653589793,105.31,2.983185503361308,NA
571,3,0.10198,0.033993333333333334,314.1592653589793,101.98,3.0805968362323917,NA
575,3,0.13339,0.044463333333333334,314.1592653589793,133.39000000000001,2.3551935329408447,NA
